codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
70703,CABEZAS,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
70706,CAMIRI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,0,2,0,2,0,2
30701,CAPINOTA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,0,1,0,1,0,1
40102,CARACOLLO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
71403,CARMEN RIVERO TORREZ,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
40201,CHALLAPATA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,1,1,1,2
70702,CHARAGUA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,0,1,0,1
30101,COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,9,6,0,1,9,7,16
30905,COLCAPIRHUA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,0,0,1,0,1,1
71301,COMARAPA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
21401,COROICO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
20105,EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,12,7,4,4,16,11,27
80202,GUAYARAMERIN,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,0,1,0,1
20101,LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,4,5,5,1,9,6,15
11003,MACHARETI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,0,1,0,1
10501,MONTEAGUDO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
40101,ORURO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,5,2,1,0,6,2,8
21104,PALOS BLANCOS,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
