codigo_municipio,municipio,grupo,variable,mes,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
51302,ACACIO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
20701,APOLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
51301,ARAMPAMPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
50802,ATOCHA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
10201,AZURDUY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
41202,BELEN DE ANDAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,1,1,1,2
60202,BERMEJO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
50301,BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,1,1,1,2
70401,BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,1,1,1,2
10701,CAMARGO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
70706,CAMIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,4,0,0,3,4,7
50302,CHAQUI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
70702,CHARAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
20305,CHARAÑA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,0,0,0,3,0,3
90101,COBIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,0,0,0,3,0,3
30101,COCHABAMBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,53,27,0,1,53,28,81
30905,COLCAPIRHUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
31002,COLOMI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,4,3,5,3,8
21306,COLQUENCHA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
21401,COROICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,0,1,1,2,3
50601,COTAGAITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,5,7,2,2,7,9,16
90503,EUREKA (SANTOS MERCADO),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
71004,FERNANDEZ ALONSO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
80202,GUAYARAMERIN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,1,0,0,3,1,4
11002,HUACAYA (VILLA DE HUACAYA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
41601,HUAYLLAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
10304,ICLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
20101,LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,111,47,3,3,114,50,164
50203,LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,2,1,0,0,2,1,3
11003,MACHARETI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,2,1,2,3
70903,MAIRANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
20607,MAPIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
20402,MOCOMOCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
10303,MOJOCOYA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
10501,MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,2,5,2,6,4,10
71001,MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,7,0,7,0,7
50404,OCURI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
40101,ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,17,15,0,3,17,18,35
10401,PADILLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
21104,PALOS BLANCOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
10103,POROMA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
70601,PORTACHUELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
50101,POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,13,17,0,0,13,17,30
10302,PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,4,4,4,4,8
20401,PUERTO ACOSTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,2,0,2,0,2
90201,PUERTO RICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,2,0,0,0,2,0,2
71401,PUERTO SUAREZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
31205,PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
51101,PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,4,0,4,0,4
31401,PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,4,5,5,6,11
30901,QUILLACOLLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,2,1,0,0,2,1,3
21002,QUIME,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
50402,RAVELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,2,0,2,2
80301,REYES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
80201,RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
80304,RURRENABAQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,0,0,1,1,2
31001,SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,1,3,1,4,5
71302,SAIPINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
80302,SAN BORJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
70402,SAN CARLOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,0,0,1,3,1,4
70501,SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
70404,SAN JUAN DE YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,0,0,1,1,2
10702,SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,3,0,3,0,3
71005,SAN PEDRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,1,0,2,0,2
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,5,8,1,0,6,8,14
41401,SANTIAGO DE HUARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,2,0,2,2
40104,SORACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,2,0,2,0,2
20601,SORATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,0,0,1,1,2
10101,SUCRE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,18,12,0,0,18,12,30
10601,TARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,2,1,2,3
60101,TARIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,18,14,0,0,18,14,32
10202,TARVITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
41001,TOLEDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,1,0,2,0,2
10402,TOMINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,6,0,7,7
50502,TORO TORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,3,1,3,4
31201,TOTORA(CBBA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
80101,TRINIDAD,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,9,3,3,4,12,7,19
50801,TUPIZA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,3,6,3,7,10
51201,UYUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,1,3,2,3,5
70801,VALLEGRANDE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,1,1,1,2
10801,VILLA SERRANO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,3,0,3,0,3
31003,VILLA TUNARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,0,0,0,3,0,3
11001,VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,1,1,1,2
51501,VILLAZON,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,2,0,0,0,2,2
70201,WARNES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
60301,YACUIBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,4,3,0,0,4,3,7
10602,YAMPARAEZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,3,2,4,2,6
70403,YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,3,1,3,4
10102,YOTALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,2,2,2,3,5
51302,ACACIO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
20201,ACHACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
51301,ARAMPAMPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,1,1,1,2
30301,AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
60202,BERMEJO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,2,0,0,0,2,2
50301,BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,2,1,2,3
70401,BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
51102,"CAIZA ""D""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,2,1,2,3
10701,CAMARGO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
70706,CAMIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,1,0,0,1,1,2
22001,CARANAVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,1,4,2,4,6
40201,CHALLAPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
50302,CHAQUI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,2,1,2,1,3
70702,CHARAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,0,0,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,0,0,0,2,0,2
90101,COBIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,2,1,2,3,4,7
30101,COCHABAMBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,44,31,0,3,44,34,78
