codigo_municipio,municipio,grupo,variable,mes,totales_dentro,totales-1_fuera,totales-2_total
30905,COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,0,1,1
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,4,0,4
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,8,0,8
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,1,0,1
31001,SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,1,0,1
21702,SAN PEDRO DE TIQUINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,3,0,3
41301,TOTORA(ORR),salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-01-01,0,1,1
30801,CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,2,0,2
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,5,0,5
31001,SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,1,0,1
10202,TARVITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-02-01,0,1,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,1,0,1
70704,CUEVO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,0,2,2
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,3,0,3
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,13,0,13
31301,MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,1,0,1
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,2,0,2
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-03-01,1,12,13
20203,CHUA COCANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
30801,CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
71101,CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
70105,EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,2,0,2
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,10,0,10
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
80401,SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,1,0,1
10202,TARVITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-04-01,0,1,1
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,2,0,2
70105,EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,7,0,7
71001,MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
40802,PAMPA AULLAGAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
21305,PATACAMAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,0,1,1
80201,RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,3,0,3
70901,SAMAIPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,2,1,3
60101,TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-05-01,2,0,2
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,14,0,14
10501,MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,15,1,16
80101,TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,11,0,11
30904,VINTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-06-01,1,0,1
40102,CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,0,1
20602,GUANAY,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,11,0,11
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,3,0,3
31001,SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2021-07-01,1,5,6
