codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,total
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,12,0,12
70401,BUENA VISTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,3,0,3
20501,CHUMA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,6,0,6
31002,COLOMI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
50401,COLQUECHACA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,4,0,4
21306,COLQUENCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
70102,COTOCA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,18,0,18
21001,INQUISIVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,3,0,3
70104,LA GUARDIA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,18,0,18
71003,MINEROS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,5,0,5
71001,MONTERO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,4,0,4
70502,PAILON,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
50101,POTOSI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,59,0,59
20401,PUERTO ACOSTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
31205,PUERTO VILLARROEL,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,3,0,3
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,2,0,2
70503,ROBORE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,2,0,2
70301,SAN IGNACIO DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,6,0,6
71104,SAN JULIAN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,3,0,3
60501,SAN LORENZO(TJA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
70302,SAN MIGUEL DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
80401,SANTA ANA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,8,0,8
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,6,0,6
20606,TIPUANI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
31601,TIRAQUE (CBBA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
50201,UNCIA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,2,0,2
31003,VILLA TUNARI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,2,0,2
60301,YACUIBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-01-01,1,0,1
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,9,0,9
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,11,0,11
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,11,0,11
21402,CORIPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
20301,CORO CORO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
50601,COTAGAITA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,10,0,10
70104,LA GUARDIA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,6,0,6
71003,MINEROS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,3,0,3
20402,MOCOMOCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,2,0,2
31202,POJO (CBBA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
50101,POTOSI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,46,0,46
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
31001,SACABA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,9,0,9
70402,SAN CARLOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,8,0,8
70301,SAN IGNACIO DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,4,0,4
70501,SAN JOSE DE CHIQUITOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
71104,SAN JULIAN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,13,0,13
70302,SAN MIGUEL DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
80401,SANTA ANA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,8,0,8
30902,SIPE SIPE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,2,0,2
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
30903,TIQUIPAYA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
31601,TIRAQUE (CBBA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,2,0,2
50801,TUPIZA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
50201,UNCIA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
60401,URIONDO (A. CONCEPCION),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
60303,VILLA MONTES,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,2,0,2
31003,VILLA TUNARI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-02-01,1,0,1
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,8,0,8
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,4,0,4
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
70702,CHARAGUA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,11,0,11
30905,COLCAPIRHUA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
71301,COMARAPA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
71101,CONCEPCION,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,2,0,2
21402,CORIPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,2,0,2
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,26,0,26
71003,MINEROS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,10,0,10
71001,MONTERO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
10401,PADILLA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
21104,PALOS BLANCOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
50101,POTOSI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,52,0,52
31205,PUERTO VILLARROEL,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,2,0,2
70503,ROBORE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
70301,SAN IGNACIO DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,16,0,16
71104,SAN JULIAN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,6,0,6
30902,SIPE SIPE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,6,0,6
60401,URIONDO (A. CONCEPCION),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
31003,VILLA TUNARI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-03-01,1,0,1
30402,ANZALDO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
70702,CHARAGUA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,3,0,3
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
50601,COTAGAITA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,9,0,9
21105,LA ASUNTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,2,0,2
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,23,0,23
10501,MONTEAGUDO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
31202,POJO (CBBA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,2,0,2
50101,POTOSI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
31401,PUNATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,42,0,42
80301,REYES,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
70503,ROBORE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
70402,SAN CARLOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,3,0,3
80501,SAN IGNACIO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
70301,SAN IGNACIO DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,16,0,16
71104,SAN JULIAN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,8,0,8
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,6,0,6
51402,TAHUA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,2,0,2
60101,TARIJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,12,0,12
20606,TIPUANI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
10402,TOMINA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
80101,TRINIDAD,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
51501,VILLAZON,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
70201,WARNES,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-04-01,1,0,1
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-05-01,6,0,6
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-05-01,2,0,2
70702,CHARAGUA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2002-05-01,5,0,5
