codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
22002,ALTO BENI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
70706,CAMIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,0,1,1,0,0,0,0,0,1,2,3
21101,CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30905,COLCAPIRHUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,1,1,1,2,0,0,2,3,5
70603,COLPA BELGICA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
21701,COPACABANA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,3,0,0,3,7,25,35,0,1,29,46,75
70102,COTOCA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
20105,EL ALTO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
70105,EL TORNO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
41101,EUCALIPTUS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
80202,GUAYARAMERIN,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21102,IRUPANA (VILLA DE LANZA),intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70104,LA GUARDIA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,0,0,0,0,1,0,1,1,0,2,2,4
20101,LA PAZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,0,0,1,0,0,0,2,0,0,1,3,4
21202,LAJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70903,MAIRANA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,3,1,2,0,1,1,6,7
20103,MECAPACA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,0,0,0,1,2,0,0,0,2,2,4
71001,MONTERO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,2,0,0,4,4,11,8,0,0,15,14,29
31001,SACABA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
70301,SAN IGNACIO DE VELASCO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,1,0,2,2,1,1,1,1,5,4,9
70302,SAN MIGUEL DE VELASCO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,1,0,2,0,3,0,6,6
71005,SAN PEDRO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,12,7,3,4,8,6,3,1,26,18,44
10101,SUCRE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,1,0,0,1,0,0,0,0,1,2,3
60101,TARIJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,2,1,3,8,7,3,10,8,1,0,23,20,43
60303,VILLA MONTES,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,0,0,2,0,1,1,0,0,0,2,3,5
31003,VILLA TUNARI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
60301,YACUIBA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,1,1,1,1,5,4,5,15,14,27,3,5,29,53,82
30201,AIQUILE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
22002,ALTO BENI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,1,0,6,1,0,0,0,1,3,4,0,0,10,6,16
50301,BETANZOS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
90103,BOLPEBRA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70706,CAMIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,1,0,0,0,0,0,0,0,0,2,0,0,1,2,3
90101,COBIJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,0,1,0,0,0,0,1,0,0,1,1,2,3
30905,COLCAPIRHUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,1,1,2,1,2,2,3,3,11,9,2,5,21,21,42
70603,COLPA BELGICA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
71301,COMARAPA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
21701,COPACABANA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,0,0,2,0,5,2,7,11,2,1,16,14,30
21401,COROICO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,1,1,0,0,0,3,1,0,0,0,2,4,6
70102,COTOCA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,1,0,0,1,0,0,0,0,1,2,0,0,2,3,5
20804,DESAGUADERO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,1,0,0,0,0,0,2,0,0,0,0,0,3,0,3
20105,EL ALTO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-02-01,0,0,1,1,0,1,0,0,1,4,0,0,2,6,8
