codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,imc_mujer-embarazada,imc-1_,totales_total-m,totales-1_total-f,totales-2_total
20201,ACHACACHI,estado nutricional,obesidad (o),2009-01-01,1,3,1,1,1,1,0,0,3,5,8
20104,ACHOCALLA,estado nutricional,obesidad (o),2009-01-01,1,0,0,5,0,0,0,0,1,5,6
30201,AIQUILE,estado nutricional,obesidad (o),2009-01-01,11,5,2,2,11,8,5,0,29,15,44
31303,ALALAY,estado nutricional,obesidad (o),2009-01-01,2,0,0,0,1,1,0,0,3,1,4
10404,ALCALA,estado nutricional,obesidad (o),2009-01-01,2,2,1,1,3,2,0,0,6,5,11
20202,ANCORAIMES,estado nutricional,obesidad (o),2009-01-01,2,1,0,0,0,0,0,0,2,1,3
20701,APOLO,estado nutricional,obesidad (o),2009-01-01,1,0,0,1,0,1,0,0,1,2,3
51301,ARAMPAMPA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,1,0,0,0,1,0,1
30501,ARANI,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
30601,ARQUE,estado nutricional,obesidad (o),2009-01-01,1,3,0,0,0,0,2,0,3,3,6
20503,AUCAPATA,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
20502,AYATA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
21303,AYO AYO,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,obesidad (o),2009-01-01,1,0,0,1,1,0,0,0,2,1,3
21203,BATALLAS,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,3,0,3,0,3
41202,BELEN DE ANDAMARCA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,1,0,2,0,3,0,3
60202,BERMEJO,estado nutricional,obesidad (o),2009-01-01,0,0,0,1,0,0,5,0,5,1,6
50301,BETANZOS,estado nutricional,obesidad (o),2009-01-01,1,1,0,1,0,1,13,0,14,3,17
70401,BUENA VISTA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,3,0,0,0,3,3
70703,CABEZAS,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
20905,CAIROMA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,3,0,3,0,3
51102,"CAIZA ""D""",estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,1,0,0,1,1,2
21003,CAJUATA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,11,0,11,0,11
20303,CALACOTO,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
10701,CAMARGO,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,2,1,2,0,4,1,5
10901,CAMATAQUI (C. VILLA ABECIA),estado nutricional,obesidad (o),2009-01-01,2,0,0,0,0,1,0,0,2,1,3
70706,CAMIRI,estado nutricional,obesidad (o),2009-01-01,4,4,1,3,4,4,1,0,10,11,21
30701,CAPINOTA,estado nutricional,obesidad (o),2009-01-01,1,1,2,2,0,0,0,0,3,3,6
20302,CAQUIAVIRI,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
40102,CARACOLLO,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,5,0,5,0,5
22001,CARANAVI,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,2,2,1,0,3,2,5
60302,CARAPARI,estado nutricional,obesidad (o),2009-01-01,4,1,4,4,2,4,1,0,11,9,20
50702,CARIPUYO,estado nutricional,obesidad (o),2009-01-01,3,1,1,0,0,0,0,0,4,1,5
71403,CARMEN RIVERO TORREZ,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
40201,CHALLAPATA,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,1,0,52,0,54,0,54
50302,CHAQUI,estado nutricional,obesidad (o),2009-01-01,0,0,0,1,0,0,0,0,0,1,1
70702,CHARAGUA,estado nutricional,obesidad (o),2009-01-01,5,0,1,0,0,2,0,0,6,2,8
20305,CHARAÑA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
50202,CHAYANTA,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,1,0,0,0,1,1,2
20501,CHUMA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,2,0,0,0,2,0,2
30801,CLIZA,estado nutricional,obesidad (o),2009-01-01,4,2,4,1,3,1,0,0,11,4,15
90101,COBIJA,estado nutricional,obesidad (o),2009-01-01,3,4,1,0,1,2,13,0,18,6,24
30101,COCHABAMBA,estado nutricional,obesidad (o),2009-01-01,6,11,2,1,4,7,41,0,53,19,72
31002,COLOMI,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,7,0,7,0,7
50401,COLQUECHACA,estado nutricional,obesidad (o),2009-01-01,0,1,0,1,0,0,0,0,0,2,2
21306,COLQUENCHA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,2,0,2,0,2
71301,COMARAPA,estado nutricional,obesidad (o),2009-01-01,4,6,1,1,3,2,0,0,8,9,17
21701,COPACABANA,estado nutricional,obesidad (o),2009-01-01,3,1,0,0,0,1,0,0,3,2,5
20301,CORO CORO,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
40301,CORQUE,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
50601,COTAGAITA,estado nutricional,obesidad (o),2009-01-01,1,1,0,0,0,0,0,0,1,1,2
70102,COTOCA,estado nutricional,obesidad (o),2009-01-01,4,1,1,1,3,6,0,0,8,8,16
71106,CUATRO CAÑADAS,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,1,0,0,0,1,0,1
21602,CURVA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,3,0,0,0,3,0,3
20804,DESAGUADERO,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
20105,EL ALTO,estado nutricional,obesidad (o),2009-01-01,24,18,10,6,6,4,175,0,215,28,243
60502,EL PUENTE(TJA),estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,2,0,2,0,2
70105,EL TORNO,estado nutricional,obesidad (o),2009-01-01,6,5,2,0,0,0,0,0,8,5,13
10405,EL VILLAR,estado nutricional,obesidad (o),2009-01-01,3,5,0,0,2,2,0,0,5,7,12
60601,ENTRE RIOS,estado nutricional,obesidad (o),2009-01-01,3,1,1,0,3,1,0,0,7,2,9
60601,ENTRE RIOS,estado nutricional,obesidad (o),2009-01-01,7,2,1,4,9,5,4,0,21,11,32
41101,EUCALIPTUS,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
90503,EUREKA (SANTOS MERCADO),estado nutricional,obesidad (o),2009-01-01,0,0,3,0,0,1,1,0,4,1,5
80402,EXALTACION,estado nutricional,obesidad (o),2009-01-01,0,2,0,0,0,0,0,0,0,2,2
90203,FILADELFIA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,3,0,3,0,3
71002,GENERAL SAAVEDRA,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
20602,GUANAY,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,9,0,9,0,9
80202,GUAYARAMERIN,estado nutricional,obesidad (o),2009-01-01,21,10,4,2,4,1,0,0,29,13,42
70705,GUTIERREZ,estado nutricional,obesidad (o),2009-01-01,1,1,1,3,2,2,0,0,4,6,10
10502,HUACARETA,estado nutricional,obesidad (o),2009-01-01,7,1,1,1,0,1,0,0,8,3,11
40701,HUANUNI,estado nutricional,obesidad (o),2009-01-01,2,0,0,1,0,0,11,0,13,1,14
80803,HUARACAJE,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,1,0,0,0,1,0,1
21005,ICHOCA,estado nutricional,obesidad (o),2009-01-01,5,8,0,1,5,7,0,0,10,16,26
10304,ICLA,estado nutricional,obesidad (o),2009-01-01,4,4,0,3,3,4,0,0,7,11,18
10703,INCAHUASI,estado nutricional,obesidad (o),2009-01-01,5,11,1,3,4,4,0,0,10,18,28
21001,INQUISIVI,estado nutricional,obesidad (o),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
21501,IXIAMAS,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
21105,LA ASUNTA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
70104,LA GUARDIA,estado nutricional,obesidad (o),2009-01-01,17,6,1,1,2,3,0,0,20,10,30
20101,LA PAZ,estado nutricional,obesidad (o),2009-01-01,43,34,10,12,16,12,85,0,154,58,212
70701,LAGUNILLAS,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,2,0,0,0,2,0,2
21202,LAJA,estado nutricional,obesidad (o),2009-01-01,1,2,0,1,0,0,5,0,6,3,9
10903,LAS CARRERAS,estado nutricional,obesidad (o),2009-01-01,2,0,0,0,0,0,0,0,2,0,2
21006,LICOMA PAMPA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,2,0,2,0,2
51401,LLICA,estado nutricional,obesidad (o),2009-01-01,1,2,0,0,0,0,0,0,1,2,3
20901,LURIBAY,estado nutricional,obesidad (o),2009-01-01,4,1,2,1,0,0,0,0,6,2,8
11003,MACHARETI,estado nutricional,obesidad (o),2009-01-01,4,4,2,1,1,3,2,0,9,8,17
80801,MAGDALENA,estado nutricional,obesidad (o),2009-01-01,4,0,0,0,0,1,0,0,4,1,5
70903,MAIRANA,estado nutricional,obesidad (o),2009-01-01,1,2,0,0,2,0,0,0,3,2,5
20904,MALLA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
20607,MAPIRI,estado nutricional,obesidad (o),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
20103,MECAPACA,estado nutricional,obesidad (o),2009-01-01,1,1,0,0,0,1,0,0,1,2,3
31301,MIZQUE,estado nutricional,obesidad (o),2009-01-01,1,2,1,0,1,1,26,0,29,3,32
20402,MOCOMOCO,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,0,3,1,0,1,4,5
10303,MOJOCOYA,estado nutricional,obesidad (o),2009-01-01,0,2,2,0,1,3,0,0,3,5,8
10501,MONTEAGUDO,estado nutricional,obesidad (o),2009-01-01,12,2,3,2,8,6,1,0,24,10,34
71001,MONTERO,estado nutricional,obesidad (o),2009-01-01,7,0,2,3,1,3,0,0,10,6,16
70803,MORO MORO,estado nutricional,obesidad (o),2009-01-01,1,1,0,0,1,0,0,0,2,1,3
90501,NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
50404,OCURI,estado nutricional,obesidad (o),2009-01-01,1,0,0,1,0,1,0,0,1,2,3
30203,OMEREQUE,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,1,0,0,0,1,1
40101,ORURO,estado nutricional,obesidad (o),2009-01-01,4,2,0,1,1,1,51,0,56,4,60
10401,PADILLA,estado nutricional,obesidad (o),2009-01-01,16,9,4,3,9,1,0,0,29,13,42
70502,PAILON,estado nutricional,obesidad (o),2009-01-01,1,0,1,1,0,2,0,0,2,3,5
20102,PALCA,estado nutricional,obesidad (o),2009-01-01,2,0,1,0,0,0,1,0,4,0,4
21104,PALOS BLANCOS,estado nutricional,obesidad (o),2009-01-01,0,0,0,2,2,0,0,0,2,2,4
