codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,total
20503,AUCAPATA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
70401,BUENA VISTA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,5,6
70706,CAMIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,10,11,21
20302,CAQUIAVIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
70702,CHARAGUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,2,3,5
30101,COCHABAMBA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,16,9,25
30905,COLCAPIRHUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,13,14,27
71101,CONCEPCION,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,1,2
20105,EL ALTO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,4,2,6
70105,EL TORNO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,5,6
40701,HUANUNI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
70104,LA GUARDIA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,3,4,7
20101,LA PAZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,17,28,45
70701,LAGUNILLAS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,0,1,1
50203,LLALLAGUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,3,6,9
20901,LURIBAY,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,0,1,1
71003,MINEROS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,6,8,14
71001,MONTERO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,5,11,16
40101,ORURO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,2,2,4
70502,PAILON,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,0,2,2
50101,POTOSI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,6,16,22
71401,PUERTO SUAREZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
31401,PUNATA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,2,1,3
70503,ROBORE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
31001,SACABA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,6,6,12
70901,SAMAIPATA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,4,1,5
80501,SAN IGNACIO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,2,2,4
70301,SAN IGNACIO DE VELASCO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,2,5,7
70501,SAN JOSE DE CHIQUITOS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
71104,SAN JULIAN,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,6,0,6
71201,SAN MATIAS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
71005,SAN PEDRO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,1,0,1
80401,SANTA ANA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,112,178,290
70602,SANTA ROSA DEL SARA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,10,1,11
10101,SUCRE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,51,54,105
60101,TARIJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,14,12,26
20803,TIAWANACU,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,0,1,1
80101,TRINIDAD,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2015-01-01,31,16,47
