codigo_municipio,municipio,grupo,variable,mes,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
30903,TIQUIPAYA,sospecha diagnostica,paralisis flacida aguda,2007-01-01,0.0,1.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-02-01,0.0,1.0,0.0,0.0,0.0,1.0
10502,HUACARETA,sospecha diagnostica,paralisis flacida aguda,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
30901,QUILLACOLLO,sospecha diagnostica,paralisis flacida aguda,2007-02-01,0.0,1.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-03-01,0.0,1.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2007-03-01,0.0,1.0,0.0,0.0,0.0,1.0
10501,MONTEAGUDO,sospecha diagnostica,paralisis flacida aguda,2007-04-01,0.0,1.0,0.0,0.0,0.0,1.0
71104,SAN JULIAN,sospecha diagnostica,paralisis flacida aguda,2007-04-01,0.0,0.0,1.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2007-04-01,0.0,0.0,1.0,0.0,0.0,1.0
50701,SACACA,sospecha diagnostica,paralisis flacida aguda,2007-06-01,1.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-07-01,1.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2007-07-01,0.0,0.0,1.0,0.0,0.0,1.0
30702,SANTIVAÑES,sospecha diagnostica,paralisis flacida aguda,2007-09-01,0.0,1.0,0.0,0.0,0.0,1.0
10401,PADILLA,sospecha diagnostica,paralisis flacida aguda,2007-11-01,0.0,0.0,1.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-12-01,0.0,1.0,0.0,0.0,0.0,1.0
