codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,hombres total.1,mujeres total.1,total
51302,ACACIO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,10,5,10,5,15
20201,ACHACACHI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,14,1,14,1,15
20104,ACHOCALLA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
30201,AIQUILE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,1,1,1,2
31303,ALALAY,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
10404,ALCALA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,2,3,2,5
30402,ANZALDO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,0,2,0,2
51301,ARAMPAMPA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,0,2,0,2
30501,ARANI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
30601,ARQUE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
50802,ATOCHA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,4,0,4,4
20502,AYATA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,5,2,5,2,7
21303,AYO AYO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,1,3,1,4
10201,AZURDUY,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,20,5,20,5,25
60202,BERMEJO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,0,3,0,3
50301,BETANZOS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,33,14,33,14,47
31501,BOLIVAR,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,5,1,5,1,6
90103,BOLPEBRA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
70401,BUENA VISTA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
70703,CABEZAS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,3,1,3,4
20905,CAIROMA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
51102,"CAIZA ""D""",estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,5,0,5,0,5
21003,CAJUATA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,7,4,7,11
21304,CALAMARCA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,1,3,1,4
10701,CAMARGO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,6,0,6,0,6
10901,CAMATAQUI (C. VILLA ABECIA),estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
70706,CAMIRI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,16,1,16,1,17
30701,CAPINOTA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,9,4,9,4,13
20302,CAQUIAVIRI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
22001,CARANAVI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,3,4,3,7
60302,CARAPARI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,1,4,1,5
50702,CARIPUYO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,6,2,6,2,8
40201,CHALLAPATA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,5,5,5,5,10
50302,CHAQUI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,1,1,1,2
70702,CHARAGUA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,10,10,10,10,20
50202,CHAYANTA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,8,2,8,2,10
20501,CHUMA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,0,3,0,3
90101,COBIJA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,3,4,3,7
30101,COCHABAMBA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,19,3,19,3,22
30905,COLCAPIRHUA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
50901,"COLCHA ""K""",estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
21307,COLLANA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
31002,COLOMI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
50401,COLQUECHACA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,13,1,13,1,14
21306,COLQUENCHA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,0,2,0,2
21004,COLQUIRI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,6,3,6,3,9
71301,COMARAPA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,10,1,10,1,11
71101,CONCEPCION,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
20301,CORO CORO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
21401,COROICO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
40301,CORQUE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
50601,COTAGAITA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,3,2,3,5
70102,COTOCA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
70704,CUEVO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
10902,CULPINA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,5,4,5,4,9
40401,CURAHUARA DE CARANGAS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
20804,DESAGUADERO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
20105,EL ALTO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,76,37,76,37,113
71503,EL PUENTE(STC),estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,4,2,4,6
70105,EL TORNO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,2,1,2,3
10405,EL VILLAR,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,2,1,2,3
60601,ENTRE RIOS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
80402,EXALTACION,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,2,0,2,2
71002,GENERAL SAAVEDRA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,9,4,9,4,13
21601,GRAL. J.J. PEREZ (CHARAZANI),estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
20602,GUANAY,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,7,3,7,10
20802,GUAQUI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
80202,GUAYARAMERIN,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,13,5,13,5,18
70705,GUTIERREZ,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,16,10,16,10,26
10502,HUACARETA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,8,2,8,2,10
40701,HUANUNI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,1,3,1,4
21005,ICHOCA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,0,2,0,2
10304,ICLA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,2,4,2,6
10703,INCAHUASI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,11,4,11,4,15
21001,INQUISIVI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,7,2,7,2,9
21501,IXIAMAS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,4,1,4,5
21105,LA ASUNTA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
70104,LA GUARDIA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,2,4,2,6
20101,LA PAZ,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,32,10,32,10,42
70701,LAGUNILLAS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,2,2,2,4
10903,LAS CARRERAS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
21006,LICOMA PAMPA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,0,2,0,2
50203,LLALLAGUA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,20,1,20,21
11003,MACHARETI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,5,4,5,4,9
80801,MAGDALENA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,0,3,0,3
70903,MAIRANA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
20103,MECAPACA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
71003,MINEROS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,12,15,12,15,27
31301,MIZQUE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
10303,MOJOCOYA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,2,3,2,5
10501,MONTEAGUDO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,9,5,9,5,14
71001,MONTERO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,17,9,17,9,26
30302,MOROCHATA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,5,7,5,7,12
90501,NUEVO MANOA (NUEVA ESPERANZA),estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
50404,OCURI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,15,4,15,19
70202,OKINAWA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
30203,OMEREQUE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
40101,ORURO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,25,13,25,13,38
60201,PADCAYA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,1,1,1,2
10401,PADILLA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,3,2,3,5
70502,PAILON,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,7,3,7,3,10
20102,PALCA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,3,0,3,3
21104,PALOS BLANCOS,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,1,3,1,4
70902,PAMPA GRANDE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,1,2,1,3
21305,PATACAMAYA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,6,2,6,2,8
50403,POCOATA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,8,9,8,9,17
31203,POCONA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,5,2,5,7
10103,POROMA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,7,4,7,4,11
70601,PORTACHUELO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,3,2,3,5
50101,POTOSI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,20,12,20,12,32
10302,PRESTO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,7,3,7,3,10
21201,PUCARANI,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
20401,PUERTO ACOSTA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,0,1,0,1,1
20403,PUERTO CARABUCO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,0,4,0,4
90301,PUERTO GONZALO MORENO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,0,2,0,2
71402,PUERTO QUIJARRO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,0,3,0,3
80703,PUERTO SILES,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
71401,PUERTO SUAREZ,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,10,6,10,6,16
31205,PUERTO VILLARROEL,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,27,13,27,13,40
51101,PUNA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,22,15,22,15,37
31401,PUNATA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,7,2,7,2,9
20604,QUIABAYA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,1,4,1,5
30901,QUILLACOLLO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,6,5,6,5,11
21002,QUIME,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,2,0,2,0,2
50402,RAVELO,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,36,6,36,6,42
80301,REYES,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
80201,RIBERALTA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,20,9,20,9,29
70503,ROBORE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,4,6,4,6,10
80304,RURRENABAQUE,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,1,0,1,0,1
31001,SACABA,estado nutricional en menores de 5 anos,clasificacion f,2003-01-01,3,2,3,2,5
