codigo_municipio,municipio,grupo,variable,mes,total,mujeres total
20201,ACHACACHI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
30201,AIQUILE,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,5,5
20202,ANCORAIMES,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
41201,ANDAMARCA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
30601,ARQUE,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
71501,ASCENCION DE GUARAYOS,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,9,9
50802,ATOCHA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
30301,AYOPAYA (V. DE INDEPENDENCIA),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
10201,AZURDUY,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
80802,BAURES,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
60202,BERMEJO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
50301,BETANZOS,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
70707,BOYUIBE,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
70401,BUENA VISTA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
70703,CABEZAS,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
21304,CALAMARCA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
70706,CAMIRI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,17,17
30701,CAPINOTA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,5,5
40102,CARACOLLO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
60302,CARAPARI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
50702,CARIPUYO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
40201,CHALLAPATA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,8,8
70702,CHARAGUA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,7,7
21101,CHULUMANI (V. DE LA LIBERTAD),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
30801,CLIZA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
90101,COBIJA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,28,28
30101,COCHABAMBA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,65,65
30905,COLCAPIRHUA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
31002,COLOMI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
21004,COLQUIRI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,4,4
21402,CORIPATA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
20301,CORO CORO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
50601,COTAGAITA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
10902,CULPINA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
20105,EL ALTO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,58,58
60502,EL PUENTE(TJA),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,4,4
60601,ENTRE RIOS,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
21601,GRAL. J.J. PEREZ (CHARAZANI),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
20602,GUANAY,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
10502,HUACARETA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,3,3
11002,HUACAYA (VILLA DE HUACAYA),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
40701,HUANUNI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,8,8
80803,HUARACAJE,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
21005,ICHOCA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,1,1
10703,INCAHUASI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,2,2
20101,LA PAZ,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2003-01-01,39,39
