codigo_municipio,municipio,grupo,variable,mes,total-H,total-M,TOTAL-H1,TOTAL-M1,TOTAL
51302,ACACIO,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,8,2,8,2,10
20201,ACHACACHI,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,79,63,79,63,142
20104,ACHOCALLA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,9,2,9,2,11
30201,AIQUILE,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,31,10,31,10,41
10404,ALCALA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,15,2,15,2,17
20202,ANCORAIMES,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,17,8,17,8,25
30402,ANZALDO,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,3,0,3,0,3
20701,APOLO,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,34,6,34,6,40
51301,ARAMPAMPA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,11,2,11,2,13
30501,ARANI,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,2,12,2,12,14
30403,ARBIETO,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,5,1,5,1,6
30601,ARQUE,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,3,2,3,2,5
50802,ATOCHA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,2,26,2,26,28
20503,AUCAPATA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,0,1,0,1,1
20502,AYATA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,2,0,2,0,2
21303,AYO AYO,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,28,3,28,3,31
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,12,0,12,0,12
10201,AZURDUY,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,30,2,30,2,32
21203,BATALLAS,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,22,2,22,2,24
80802,BAURES,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,11,3,11,3,14
41202,BELEN DE ANDAMARCA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,1,0,1,0,1
90104,BELLA FLOR,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,3,1,3,1,4
60202,BERMEJO,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,17,16,17,16,33
50301,BETANZOS,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,52,13,52,13,65
31501,BOLIVAR,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,2,1,2,1,3
90103,BOLPEBRA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,1,1,1,1,2
70707,BOYUIBE,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,14,32,14,32,46
70401,BUENA VISTA,estado nutricional en menores de 5 anos,clasificacion a y b,2003-01-01,48,18,48,18,66
