codigo_municipio,municipio,grupo,variable,mes,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
90104,BELLA FLOR,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,1,0,1
60202,BERMEJO,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,2,0,2
70401,BUENA VISTA,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,5,0,5
22001,CARANAVI,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,1,0,1
31204,CHIMORE,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,1,0,1
90101,COBIJA,sospecha diagnostica,dengue clasico,2007-01-01,4,10,26,60,0,100
30101,COCHABAMBA,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,5,0,5
70102,COTOCA,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,1,0,1
70105,EL TORNO,sospecha diagnostica,dengue clasico,2007-01-01,0,0,14,32,4,50
21501,IXIAMAS,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,2,0,2
70104,LA GUARDIA,sospecha diagnostica,dengue clasico,2007-01-01,0,0,3,13,0,16
80601,LORETO,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,1,0,1
10501,MONTEAGUDO,sospecha diagnostica,dengue clasico,2007-01-01,0,5,18,31,1,55
71001,MONTERO,sospecha diagnostica,dengue clasico,2007-01-01,0,2,8,43,3,56
70202,OKINAWA,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,2,2,4
10401,PADILLA,sospecha diagnostica,dengue clasico,2007-01-01,0,3,5,22,6,36
21104,PALOS BLANCOS,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,2,0,2
70601,PORTACHUELO,sospecha diagnostica,dengue clasico,2007-01-01,0,0,3,14,0,17
90102,PORVENIR,sospecha diagnostica,dengue clasico,2007-01-01,0,0,2,10,1,13
31205,PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,3,0,3
70301,SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,2,0,2
71104,SAN JULIAN,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,5,0,5
71201,SAN MATIAS,sospecha diagnostica,dengue clasico,2007-01-01,0,3,6,13,2,24
71005,SAN PEDRO,sospecha diagnostica,dengue clasico,2007-01-01,0,0,2,8,2,12
80702,SAN RAMON,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-01-01,0,18,50,151,3,222
31601,TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,2,0,2
80101,TRINIDAD,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,2,1,3
70801,VALLEGRANDE,sospecha diagnostica,dengue clasico,2007-01-01,0,0,2,4,1,7
31003,VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-01-01,0,2,4,19,0,25
60301,YACUIBA,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,0,2,2
70403,YAPACANI,sospecha diagnostica,dengue clasico,2007-01-01,0,0,0,1,0,1
80802,BAURES,sospecha diagnostica,dengue clasico,2007-02-01,0,0,2,6,1,9
60202,BERMEJO,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,2,0,2
90103,BOLPEBRA,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,1,0,1
70401,BUENA VISTA,sospecha diagnostica,dengue clasico,2007-02-01,0,0,3,10,0,13
70706,CAMIRI,sospecha diagnostica,dengue clasico,2007-02-01,0,0,12,18,12,42
22001,CARANAVI,sospecha diagnostica,dengue clasico,2007-02-01,0,0,1,4,0,5
31204,CHIMORE,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,2,0,2
