codigo_municipio,municipio,grupo,variable,mes,TOTAL
10103,POROMA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-01-01,15.0
60501,SAN LORENZO(TJA),eventos - notificacion inmediata parte ii,otros de excepcion,2021-01-01,1.0
30101,COCHABAMBA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-02-01,1.0
21402,CORIPATA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-02-01,1.0
10402,TOMINA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-02-01,97.0
10402,TOMINA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-03-01,8.0
50502,TORO TORO,eventos - notificacion inmediata parte ii,otros de excepcion,2021-03-01,1.0
10103,POROMA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-04-01,1.0
10702,SAN LUCAS,eventos - notificacion inmediata parte ii,otros de excepcion,2021-04-01,89.0
20802,GUAQUI,eventos - notificacion inmediata parte ii,otros de excepcion,2021-05-01,1.0
20301,CORO CORO,eventos - notificacion inmediata parte ii,otros de excepcion,2021-06-01,1.0
10702,SAN LUCAS,eventos - notificacion inmediata parte ii,otros de excepcion,2021-06-01,1.0
50501,SAN PEDRO DE BUENA VISTA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-06-01,1.0
10103,POROMA,eventos - notificacion inmediata parte ii,otros de excepcion,2021-08-01,2.0
71005,SAN PEDRO,eventos - notificacion inmediata parte ii,otros de excepcion,2021-09-01,6.0
20803,TIAHUANACU,eventos - notificacion inmediata parte ii,otros de excepcion,2021-09-01,65.0
20105,EL ALTO,eventos - notificacion inmediata parte ii,otros de excepcion,2021-11-01,9.0
20101,LA PAZ,eventos - notificacion inmediata parte ii,otros de excepcion,2021-11-01,2.0
51103,CKOCHAS,eventos - notificacion inmediata parte ii,otros de excepcion,2021-12-01,7.0
70503,ROBORE,eventos - notificacion inmediata parte ii,otros de excepcion,2021-12-01,4.0
