codigo_municipio,municipio,grupo,variable,mes,TOTAL-H,TOTAL-M,TOTAL
20101,LA PAZ,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-01-01,1.0,0.0,1.0
40101,ORURO,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-02-01,4.0,0.0,4.0
20101,LA PAZ,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-03-01,2.0,0.0,2.0
50201,UNCIA,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-03-01,2.0,0.0,2.0
20101,LA PAZ,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-04-01,3.0,0.0,3.0
20101,LA PAZ,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-05-01,1.0,0.0,1.0
20101,LA PAZ,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-06-01,3.0,0.0,3.0
30101,COCHABAMBA,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-08-01,3.0,0.0,3.0
30101,COCHABAMBA,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-09-01,4.0,0.0,4.0
30101,COCHABAMBA,tuberculosis (casos confirmados),meningitis tuberculosa en menores de 5 anos,2002-10-01,3.0,0.0,3.0
