codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,imc_mujer-embarazada,imc-1_,totales_total-m,totales-1_total-f,totales-2_total
51302,ACACIO,estado nutricional,nutricion normal (n),2010-01-01,36,44,33,42,67,49,0,0,136,135,271
20201,ACHACACHI,estado nutricional,nutricion normal (n),2010-01-01,128,107,64,53,68,61,0,0,260,221,481
20104,ACHOCALLA,estado nutricional,nutricion normal (n),2010-01-01,51,35,29,22,19,23,0,0,99,80,179
30201,AIQUILE,estado nutricional,nutricion normal (n),2010-01-01,175,130,106,93,161,148,161,0,603,371,974
31303,ALALAY,estado nutricional,nutricion normal (n),2010-01-01,11,15,5,7,1,2,0,0,17,24,41
10404,ALCALA,estado nutricional,nutricion normal (n),2010-01-01,23,13,19,17,63,67,0,0,105,97,202
22002,ALTO BENI,estado nutricional,nutricion normal (n),2010-01-01,36,54,45,39,43,22,16,0,140,115,255
20202,ANCORAIMES,estado nutricional,nutricion normal (n),2010-01-01,21,21,6,6,9,5,0,0,36,32,68
41201,ANDAMARCA,estado nutricional,nutricion normal (n),2010-01-01,7,8,7,9,22,18,5,0,41,35,76
40603,ANTEQUERA,estado nutricional,nutricion normal (n),2010-01-01,7,4,2,1,16,4,2,0,27,9,36
30402,ANZALDO,estado nutricional,nutricion normal (n),2010-01-01,74,58,35,38,20,23,0,0,129,119,248
20701,APOLO,estado nutricional,nutricion normal (n),2010-01-01,21,15,7,6,12,11,62,0,102,32,134
51301,ARAMPAMPA,estado nutricional,nutricion normal (n),2010-01-01,19,14,10,14,17,14,0,0,46,42,88
30501,ARANI,estado nutricional,nutricion normal (n),2010-01-01,110,89,75,42,54,56,98,0,337,187,524
30403,ARBIETO,estado nutricional,nutricion normal (n),2010-01-01,75,74,39,53,92,110,13,0,219,237,456
30601,ARQUE,estado nutricional,nutricion normal (n),2010-01-01,41,37,28,36,29,29,41,0,139,102,241
50802,ATOCHA,estado nutricional,nutricion normal (n),2010-01-01,86,87,51,50,48,55,61,0,246,192,438
20503,AUCAPATA,estado nutricional,nutricion normal (n),2010-01-01,6,12,3,5,7,3,11,0,27,20,47
20502,AYATA,estado nutricional,nutricion normal (n),2010-01-01,6,5,0,3,0,0,17,0,23,8,31
21303,AYO AYO,estado nutricional,nutricion normal (n),2010-01-01,10,4,2,3,0,0,2,0,14,7,21
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,nutricion normal (n),2010-01-01,180,178,135,114,94,96,22,0,431,388,819
10201,AZURDUY,estado nutricional,nutricion normal (n),2010-01-01,41,58,51,44,142,123,0,0,234,225,459
21203,BATALLAS,estado nutricional,nutricion normal (n),2010-01-01,13,17,5,6,5,1,24,0,47,24,71
80802,BAURES,estado nutricional,nutricion normal (n),2010-01-01,37,35,14,13,17,22,0,0,68,70,138
41202,BELEN DE ANDAMARCA,estado nutricional,nutricion normal (n),2010-01-01,3,9,6,3,7,7,2,0,18,19,37
50104,BELEN DE URMIRI,estado nutricional,nutricion normal (n),2010-01-01,11,12,7,7,7,6,0,0,25,25,50
90104,BELLA FLOR,estado nutricional,nutricion normal (n),2010-01-01,9,25,15,3,34,37,8,0,66,65,131
60202,BERMEJO,estado nutricional,nutricion normal (n),2010-01-01,165,135,75,62,55,57,39,0,334,254,588
50301,BETANZOS,estado nutricional,nutricion normal (n),2010-01-01,75,84,70,54,97,77,20,0,262,215,477
31501,BOLIVAR,estado nutricional,nutricion normal (n),2010-01-01,22,30,21,21,13,14,10,0,66,65,131
90103,BOLPEBRA,estado nutricional,nutricion normal (n),2010-01-01,3,0,4,3,4,6,6,0,17,9,26
70707,BOYUIBE,estado nutricional,nutricion normal (n),2010-01-01,29,23,22,25,62,61,0,0,113,109,222
70401,BUENA VISTA,estado nutricional,nutricion normal (n),2010-01-01,78,49,56,55,70,73,3,0,207,177,384
70703,CABEZAS,estado nutricional,nutricion normal (n),2010-01-01,90,83,64,71,76,50,2,0,232,204,436
20905,CAIROMA,estado nutricional,nutricion normal (n),2010-01-01,20,16,14,12,13,11,31,0,78,39,117
51102,"CAIZA ""D""",estado nutricional,nutricion normal (n),2010-01-01,10,12,4,2,1,2,0,0,15,16,31
21003,CAJUATA,estado nutricional,nutricion normal (n),2010-01-01,9,9,5,3,1,4,17,0,32,16,48
20303,CALACOTO,estado nutricional,nutricion normal (n),2010-01-01,6,4,7,4,4,1,4,0,21,9,30
21304,CALAMARCA,estado nutricional,nutricion normal (n),2010-01-01,12,12,2,4,7,6,4,0,25,22,47
10701,CAMARGO,estado nutricional,nutricion normal (n),2010-01-01,43,43,37,35,83,94,1,0,164,172,336
10901,CAMATAQUI (C. VILLA ABECIA),estado nutricional,nutricion normal (n),2010-01-01,23,9,17,16,34,37,0,0,74,62,136
70706,CAMIRI,estado nutricional,nutricion normal (n),2010-01-01,81,84,47,54,94,99,21,0,243,237,480
30701,CAPINOTA,estado nutricional,nutricion normal (n),2010-01-01,234,186,156,125,91,71,2,0,483,382,865
20302,CAQUIAVIRI,estado nutricional,nutricion normal (n),2010-01-01,10,3,1,0,0,3,2,0,13,6,19
40102,CARACOLLO,estado nutricional,nutricion normal (n),2010-01-01,16,10,5,8,3,3,44,0,68,21,89
22001,CARANAVI,estado nutricional,nutricion normal (n),2010-01-01,360,333,210,191,180,149,16,0,766,673,1439
41503,CARANGAS,estado nutricional,nutricion normal (n),2010-01-01,0,1,0,1,0,0,0,0,0,2,2
60302,CARAPARI,estado nutricional,nutricion normal (n),2010-01-01,119,94,90,83,81,61,5,0,295,238,533
50702,CARIPUYO,estado nutricional,nutricion normal (n),2010-01-01,62,71,61,59,76,59,10,0,209,189,398
71403,CARMEN RIVERO TORREZ,estado nutricional,nutricion normal (n),2010-01-01,23,21,14,13,16,22,27,0,80,56,136
21803,CHACARILLA,estado nutricional,nutricion normal (n),2010-01-01,6,2,1,1,1,1,1,0,9,4,13
40201,CHALLAPATA,estado nutricional,nutricion normal (n),2010-01-01,35,24,7,3,15,2,36,0,93,29,122
50302,CHAQUI,estado nutricional,nutricion normal (n),2010-01-01,17,19,11,12,8,6,10,0,46,37,83
70702,CHARAGUA,estado nutricional,nutricion normal (n),2010-01-01,176,150,146,123,198,199,7,0,527,472,999
20305,CHARAÑA,estado nutricional,nutricion normal (n),2010-01-01,3,0,0,0,0,0,1,0,4,0,4
50202,CHAYANTA,estado nutricional,nutricion normal (n),2010-01-01,108,121,87,88,102,121,1,0,298,330,628
31204,CHIMORE,estado nutricional,nutricion normal (n),2010-01-01,51,26,33,35,64,65,138,0,286,126,412
40903,CHIPAYA,estado nutricional,nutricion normal (n),2010-01-01,2,2,1,0,0,0,4,0,7,2,9
21101,CHULUMANI (V. DE LA LIBERTAD),estado nutricional,nutricion normal (n),2010-01-01,28,40,11,12,3,9,0,0,42,61,103
20501,CHUMA,estado nutricional,nutricion normal (n),2010-01-01,13,6,14,5,12,11,28,0,67,22,89
50204,CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,nutricion normal (n),2010-01-01,42,38,22,19,6,8,0,0,70,65,135
51103,CKOCHAS,estado nutricional,nutricion normal (n),2010-01-01,93,74,72,84,108,87,9,0,282,245,527
30801,CLIZA,estado nutricional,nutricion normal (n),2010-01-01,155,110,98,58,83,73,5,0,341,241,582
90101,COBIJA,estado nutricional,nutricion normal (n),2010-01-01,46,46,39,39,28,14,87,0,200,99,299
30303,COCAPATA,estado nutricional,nutricion normal (n),2010-01-01,111,116,90,89,70,73,4,0,275,278,553
30101,COCHABAMBA,estado nutricional,nutricion normal (n),2010-01-01,1944,1824,1009,880,819,713,894,0,4666,3417,8083
40902,COIPASA,estado nutricional,nutricion normal (n),2010-01-01,0,0,0,1,0,0,0,0,0,1,1
30905,COLCAPIRHUA,estado nutricional,nutricion normal (n),2010-01-01,147,144,85,70,106,83,17,0,355,297,652
50901,"COLCHA ""K""",estado nutricional,nutricion normal (n),2010-01-01,16,18,13,22,23,13,0,0,52,53,105
21307,COLLANA,estado nutricional,nutricion normal (n),2010-01-01,4,2,2,3,0,4,4,0,10,9,19
31002,COLOMI,estado nutricional,nutricion normal (n),2010-01-01,39,51,27,29,30,36,44,0,140,116,256
70603,COLPA BELGICA,estado nutricional,nutricion normal (n),2010-01-01,32,37,17,26,14,11,17,0,80,74,154
50401,COLQUECHACA,estado nutricional,nutricion normal (n),2010-01-01,247,247,263,262,118,121,15,0,643,630,1273
21306,COLQUENCHA,estado nutricional,nutricion normal (n),2010-01-01,5,2,3,4,3,5,13,0,24,11,35
21004,COLQUIRI,estado nutricional,nutricion normal (n),2010-01-01,25,32,13,9,17,9,18,0,73,50,123
20304,COMANCHE,estado nutricional,nutricion normal (n),2010-01-01,1,0,0,0,0,0,5,0,6,0,6
71301,COMARAPA,estado nutricional,nutricion normal (n),2010-01-01,39,33,20,16,21,19,17,0,97,68,165
20605,COMBAYA,estado nutricional,nutricion normal (n),2010-01-01,3,2,0,2,0,0,0,0,3,4,7
71101,CONCEPCION,estado nutricional,nutricion normal (n),2010-01-01,28,32,16,16,14,11,0,0,58,59,117
21701,COPACABANA,estado nutricional,nutricion normal (n),2010-01-01,14,14,7,0,4,4,15,0,40,18,58
21402,CORIPATA,estado nutricional,nutricion normal (n),2010-01-01,19,13,4,6,2,4,50,0,75,23,98
20301,CORO CORO,estado nutricional,nutricion normal (n),2010-01-01,5,1,0,1,0,0,7,0,12,2,14
21401,COROICO,estado nutricional,nutricion normal (n),2010-01-01,9,7,4,3,3,2,0,0,16,12,28
40301,CORQUE,estado nutricional,nutricion normal (n),2010-01-01,12,14,12,15,9,8,8,0,41,37,78
50601,COTAGAITA,estado nutricional,nutricion normal (n),2010-01-01,125,102,92,101,110,131,8,0,335,334,669
70102,COTOCA,estado nutricional,nutricion normal (n),2010-01-01,58,45,30,35,30,20,131,0,249,100,349
71106,CUATRO CAÑADAS,estado nutricional,nutricion normal (n),2010-01-01,86,98,68,62,97,95,0,0,251,255,506
31405,CUCHUMUELA (V. G. VILLARROEL),estado nutricional,nutricion normal (n),2010-01-01,10,13,11,9,13,13,0,0,34,35,69
70704,CUEVO,estado nutricional,nutricion normal (n),2010-01-01,31,28,33,13,39,54,0,0,103,95,198
10902,CULPINA,estado nutricional,nutricion normal (n),2010-01-01,126,103,94,102,121,132,0,0,341,337,678
40401,CURAHUARA DE CARANGAS,estado nutricional,nutricion normal (n),2010-01-01,9,4,3,3,0,2,0,0,12,9,21
21602,CURVA,estado nutricional,nutricion normal (n),2010-01-01,5,2,1,1,1,2,2,0,9,5,14
20804,DESAGUADERO,estado nutricional,nutricion normal (n),2010-01-01,9,13,1,6,3,0,10,0,23,19,42
20105,EL ALTO,estado nutricional,nutricion normal (n),2010-01-01,1786,1683,831,761,526,535,1070,0,4213,2979,7192
40103,EL CHORO,estado nutricional,nutricion normal (n),2010-01-01,1,3,2,0,5,1,3,0,11,4,15
71503,EL PUENTE(STC),estado nutricional,nutricion normal (n),2010-01-01,89,73,73,65,75,76,0,0,237,214,451
60502,EL PUENTE(TJA),estado nutricional,nutricion normal (n),2010-01-01,68,74,70,67,77,76,26,0,241,217,458
70105,EL TORNO,estado nutricional,nutricion normal (n),2010-01-01,54,65,69,69,41,48,71,0,235,182,417
10405,EL VILLAR,estado nutricional,nutricion normal (n),2010-01-01,13,11,18,17,59,52,19,0,109,80,189
60601,ENTRE RIOS TRJ,estado nutricional,nutricion normal (n),2010-01-01,16,14,8,14,11,10,16,0,51,38,89
31206,ENTRE RIOS CBBA,estado nutricional,nutricion normal (n),2010-01-01,204,159,125,90,113,124,108,0,550,373,923
20405,ESCOMA,estado nutricional,nutricion normal (n),2010-01-01,6,10,8,4,13,10,0,0,27,24,51
40505,ESMERALDA,estado nutricional,nutricion normal (n),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
41101,EUCALIPTUS,estado nutricional,nutricion normal (n),2010-01-01,6,5,1,0,0,0,4,0,11,5,16
90503,EUREKA (SANTOS MERCADO),estado nutricional,nutricion normal (n),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
80402,EXALTACION,estado nutricional,nutricion normal (n),2010-01-01,4,2,8,7,6,4,0,0,18,13,31
71004,FERNANDEZ ALONSO,estado nutricional,nutricion normal (n),2010-01-01,89,78,70,58,93,100,18,0,270,236,506
90203,FILADELFIA,estado nutricional,nutricion normal (n),2010-01-01,3,3,1,1,0,0,4,0,8,4,12
71002,GENERAL SAAVEDRA,estado nutricional,nutricion normal (n),2010-01-01,87,85,86,77,94,98,9,0,276,260,536
21601,GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,nutricion normal (n),2010-01-01,4,2,5,2,4,2,23,0,36,6,42
20602,GUANAY,estado nutricional,nutricion normal (n),2010-01-01,69,80,37,57,57,70,6,0,169,207,376
20802,GUAQUI,estado nutricional,nutricion normal (n),2010-01-01,6,9,6,4,3,2,6,0,21,15,36
80202,GUAYARAMERIN,estado nutricional,nutricion normal (n),2010-01-01,196,196,96,99,87,95,0,0,379,390,769
70705,GUTIERREZ,estado nutricional,nutricion normal (n),2010-01-01,104,98,119,125,308,314,0,0,531,537,1068
10502,HUACARETA,estado nutricional,nutricion normal (n),2010-01-01,47,42,35,33,49,49,4,0,135,124,259
11002,HUACAYA (VILLA DE HUACAYA),estado nutricional,nutricion normal (n),2010-01-01,4,2,3,3,5,7,0,0,12,12,24
40501,HUACHACALLA,estado nutricional,nutricion normal (n),2010-01-01,1,2,0,0,0,0,1,0,2,2,4
40701,HUANUNI,estado nutricional,nutricion normal (n),2010-01-01,16,28,1,6,3,2,53,0,73,36,109
80803,HUARACAJE,estado nutricional,nutricion normal (n),2010-01-01,27,27,21,10,14,17,0,0,62,54,116
20204,HUARINA,estado nutricional,nutricion normal (n),2010-01-01,14,12,7,9,15,14,0,0,36,35,71
41601,HUAYLLAMARCA,estado nutricional,nutricion normal (n),2010-01-01,2,7,4,3,1,5,4,0,11,15,26
20404,HUMANATA,estado nutricional,nutricion normal (n),2010-01-01,5,5,2,0,0,3,0,0,7,8,15
21005,ICHOCA,estado nutricional,nutricion normal (n),2010-01-01,3,9,4,4,2,4,6,0,15,17,32
10304,ICLA,estado nutricional,nutricion normal (n),2010-01-01,46,43,50,65,183,206,7,0,286,314,600
10703,INCAHUASI,estado nutricional,nutricion normal (n),2010-01-01,65,58,36,41,45,58,0,0,146,157,303
90402,INGAVI (HUMAITA),estado nutricional,nutricion normal (n),2010-01-01,15,8,12,7,17,13,4,0,48,28,76
21001,INQUISIVI,estado nutricional,nutricion normal (n),2010-01-01,9,12,3,1,4,2,9,0,25,15,40
21102,IRUPANA (VILLA DE LANZA),estado nutricional,nutricion normal (n),2010-01-01,12,7,5,6,2,3,11,0,30,16,46
21501,IXIAMAS,estado nutricional,nutricion normal (n),2010-01-01,8,12,3,4,5,1,0,0,16,17,33
20806,JESUS DE MACHACA,estado nutricional,nutricion normal (n),2010-01-01,10,5,4,9,4,5,5,0,23,19,42
21105,LA ASUNTA,estado nutricional,nutricion normal (n),2010-01-01,50,47,34,33,4,2,4,0,92,82,174
70104,LA GUARDIA,estado nutricional,nutricion normal (n),2010-01-01,265,225,141,117,112,139,89,0,607,481,1088
20101,LA PAZ,estado nutricional,nutricion normal (n),2010-01-01,929,913,537,531,559,571,559,0,2584,2015,4599
70701,LAGUNILLAS,estado nutricional,nutricion normal (n),2010-01-01,43,47,39,54,133,101,0,0,215,202,417
21202,LAJA,estado nutricional,nutricion normal (n),2010-01-01,15,11,4,3,3,4,20,0,42,18,60
10903,LAS CARRERAS,estado nutricional,nutricion normal (n),2010-01-01,19,18,24,17,52,49,0,0,95,84,179
21006,LICOMA PAMPA,estado nutricional,nutricion normal (n),2010-01-01,3,6,2,4,5,5,14,0,24,15,39
50203,LLALLAGUA,estado nutricional,nutricion normal (n),2010-01-01,211,207,114,115,44,50,0,0,369,372,741
51401,LLICA,estado nutricional,nutricion normal (n),2010-01-01,6,16,9,6,9,11,0,0,24,33,57
80601,LORETO,estado nutricional,nutricion normal (n),2010-01-01,16,15,10,8,16,14,5,0,47,37,84
20901,LURIBAY,estado nutricional,nutricion normal (n),2010-01-01,7,8,5,5,5,5,4,0,21,18,39
40702,MACHACAMARCA,estado nutricional,nutricion normal (n),2010-01-01,0,1,0,0,0,0,1,0,1,1,2
11003,MACHARETI,estado nutricional,nutricion normal (n),2010-01-01,53,42,56,47,89,81,32,0,230,170,400
80801,MAGDALENA,estado nutricional,nutricion normal (n),2010-01-01,46,34,28,19,35,23,0,0,109,76,185
70903,MAIRANA,estado nutricional,nutricion normal (n),2010-01-01,59,64,38,38,38,48,5,0,140,150,290
20904,MALLA,estado nutricional,nutricion normal (n),2010-01-01,5,6,0,1,8,0,4,0,17,7,24
20607,MAPIRI,estado nutricional,nutricion normal (n),2010-01-01,96,82,34,39,36,31,12,0,178,152,330
20103,MECAPACA,estado nutricional,nutricion normal (n),2010-01-01,43,43,47,38,26,19,2,0,118,100,218
71003,MINEROS,estado nutricional,nutricion normal (n),2010-01-01,159,159,148,109,115,93,2,0,424,361,785
31301,MIZQUE,estado nutricional,nutricion normal (n),2010-01-01,166,150,85,92,109,104,89,0,449,346,795
20402,MOCOMOCO,estado nutricional,nutricion normal (n),2010-01-01,37,25,19,26,32,26,24,0,112,77,189
51002,MOJINETE,estado nutricional,nutricion normal (n),2010-01-01,2,2,0,1,0,2,2,0,4,5,9
10303,MOJOCOYA,estado nutricional,nutricion normal (n),2010-01-01,47,42,37,40,87,102,0,0,171,184,355
10501,MONTEAGUDO,estado nutricional,nutricion normal (n),2010-01-01,45,52,41,43,68,75,49,0,203,170,373
71001,MONTERO,estado nutricional,nutricion normal (n),2010-01-01,711,736,447,468,480,488,135,0,1773,1692,3465
70803,MORO MORO,estado nutricional,nutricion normal (n),2010-01-01,1,2,2,1,1,1,0,0,4,4,8
30302,MOROCHATA,estado nutricional,nutricion normal (n),2010-01-01,87,76,71,75,50,42,0,0,208,193,401
90401,NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,nutricion normal (n),2010-01-01,2,0,0,0,0,0,3,0,5,0,5
20307,NAZACARA DE PACAJES,estado nutricional,nutricion normal (n),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
90501,NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,nutricion normal (n),2010-01-01,3,3,0,2,0,0,3,0,6,5,11
50404,OCURI,estado nutricional,nutricion normal (n),2010-01-01,60,42,76,52,53,72,14,0,203,166,369
70202,OKINAWA,estado nutricional,nutricion normal (n),2010-01-01,46,53,30,28,33,22,7,0,116,103,219
30203,OMEREQUE,estado nutricional,nutricion normal (n),2010-01-01,16,28,17,14,13,18,6,0,52,60,112
40101,ORURO,estado nutricional,nutricion normal (n),2010-01-01,438,375,218,223,190,157,586,0,1432,755,2187
60201,PADCAYA,estado nutricional,nutricion normal (n),2010-01-01,155,134,144,108,165,127,14,0,478,369,847
10401,PADILLA,estado nutricional,nutricion normal (n),2010-01-01,14,17,24,15,41,63,9,0,88,95,183
70502,PAILON,estado nutricional,nutricion normal (n),2010-01-01,124,96,67,53,91,93,0,0,282,242,524
20102,PALCA,estado nutricional,nutricion normal (n),2010-01-01,69,74,25,33,35,34,7,0,136,141,277
21104,PALOS BLANCOS,estado nutricional,nutricion normal (n),2010-01-01,144,159,106,117,121,105,6,0,377,381,758
40802,PAMPA AULLAGAS,estado nutricional,nutricion normal (n),2010-01-01,1,1,0,0,2,2,0,0,3,3,6
70902,PAMPA GRANDE,estado nutricional,nutricion normal (n),2010-01-01,5,0,2,1,2,1,1,0,10,2,12
21802,PAPEL PAMPA,estado nutricional,nutricion normal (n),2010-01-01,18,22,12,12,11,6,3,0,44,40,84
30202,PASORAPA,estado nutricional,nutricion normal (n),2010-01-01,15,13,20,10,27,31,0,0,62,54,116
21305,PATACAMAYA,estado nutricional,nutricion normal (n),2010-01-01,57,49,34,31,21,7,0,0,112,87,199
40602,PAZÑA,estado nutricional,nutricion normal (n),2010-01-01,4,2,5,4,0,4,6,0,15,10,25
20702,PELECHUCO,estado nutricional,nutricion normal (n),2010-01-01,9,11,4,4,4,1,6,0,23,16,39
50403,POCOATA,estado nutricional,nutricion normal (n),2010-01-01,176,181,177,182,194,186,0,0,547,549,1096
31203,POCONA,estado nutricional,nutricion normal (n),2010-01-01,67,85,57,55,65,59,12,0,201,199,400
31202,POJO (CBBA),estado nutricional,nutricion normal (n),2010-01-01,83,77,56,52,65,57,0,0,204,186,390
40601,POOPO,estado nutricional,nutricion normal (n),2010-01-01,9,3,4,7,5,4,19,0,37,14,51
51203,PORCO,estado nutricional,nutricion normal (n),2010-01-01,88,75,38,37,30,37,0,0,156,149,305
10103,POROMA,estado nutricional,nutricion normal (n),2010-01-01,10,17,6,7,14,10,2,0,32,34,66
70103,PORONGO,estado nutricional,nutricion normal (n),2010-01-01,57,44,25,30,29,28,12,0,123,102,225
70601,PORTACHUELO,estado nutricional,nutricion normal (n),2010-01-01,95,105,68,50,88,96,0,0,251,251,502
90102,PORVENIR,estado nutricional,nutricion normal (n),2010-01-01,3,9,4,3,9,7,8,0,24,19,43
70804,POSTRER VALLE,estado nutricional,nutricion normal (n),2010-01-01,1,0,0,1,4,4,1,0,6,5,11
50101,POTOSI,estado nutricional,nutricion normal (n),2010-01-01,937,935,581,540,391,394,461,0,2370,1869,4239
10302,PRESTO,estado nutricional,nutricion normal (n),2010-01-01,59,56,67,50,94,94,0,0,220,200,420
70805,PUCARA,estado nutricional,nutricion normal (n),2010-01-01,4,7,1,1,6,6,0,0,11,14,25
21201,PUCARANI,estado nutricional,nutricion normal (n),2010-01-01,13,18,17,20,12,7,28,0,70,45,115
20401,PUERTO ACOSTA,estado nutricional,nutricion normal (n),2010-01-01,9,13,23,10,5,8,3,0,40,31,71
20403,PUERTO CARABUCO,estado nutricional,nutricion normal (n),2010-01-01,21,14,3,5,7,7,15,0,46,26,72
90301,PUERTO GONZALO MORENO,estado nutricional,nutricion normal (n),2010-01-01,8,6,1,2,3,0,20,0,32,8,40
21204,PUERTO PEREZ,estado nutricional,nutricion normal (n),2010-01-01,12,11,4,4,3,5,3,0,22,20,42
71402,PUERTO QUIJARRO,estado nutricional,nutricion normal (n),2010-01-01,93,62,43,31,18,17,36,0,190,110,300
90201,PUERTO RICO,estado nutricional,nutricion normal (n),2010-01-01,16,13,4,1,2,5,51,0,73,19,92
80703,PUERTO SILES,estado nutricional,nutricion normal (n),2010-01-01,0,5,4,3,6,3,0,0,10,11,21
71401,PUERTO SUAREZ,estado nutricional,nutricion normal (n),2010-01-01,55,53,24,22,11,16,55,0,145,91,236
31205,PUERTO VILLARROEL,estado nutricional,nutricion normal (n),2010-01-01,323,316,228,181,231,193,388,0,1170,690,1860
51101,PUNA,estado nutricional,nutricion normal (n),2010-01-01,108,106,93,75,111,123,2,0,314,304,618
