codigo_municipio,municipio,grupo,variable,mes,TOTAL-H,TOTAL-M,TOTAL
60202,BERMEJO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,3,0,3
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,2,0,2
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,4,0,4
21105,LA ASUNTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,3,0,3
10501,MONTEAGUDO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,1,0,1
20102,PALCA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,1,0,1
20601,SORATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-01-01,1,0,1
60202,BERMEJO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,2,0,2
10701,CAMARGO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,1,0,1
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,1,0,1
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,3,0,3
80202,GUAYARAMERIN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,2,0,2
80301,REYES,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,1,0,1
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,2,0,2
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,2,0,2
20606,TIPUANI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-02-01,1,0,1
10701,CAMARGO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,3,0,3
21402,CORIPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,4,0,4
20602,GUANAY,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,2,0,2
80202,GUAYARAMERIN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
21105,LA ASUNTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,2,0,2
31301,MIZQUE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
21104,PALOS BLANCOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
21305,PATACAMAYA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
20601,SORATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
20606,TIPUANI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-03-01,1,0,1
60202,BERMEJO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,2,0,2
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,5,0,5
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,1,0,1
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,2,0,2
20602,GUANAY,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,3,0,3
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-04-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,1,0,1
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,3,0,3
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,3,0,3
60502,EL PUENTE(TJA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,1,0,1
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,2,0,2
21102,IRUPANA (VILLA DE LANZA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,2,0,2
20402,MOCOMOCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,1,0,1
20601,SORATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2003-05-01,1,0,1
