codigo_municipio,municipio,grupo,variable,mes,cantidad,total
20201,ACHACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,10,10
20104,ACHOCALLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
30201,AIQUILE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,18,18
20202,ANCORAIMES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
40603,ANTEQUERA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
30501,ARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
30403,ARBIETO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,62,62
50802,ATOCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,15,15
20503,AUCAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
21303,AYO AYO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
21203,BATALLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
90104,BELLA FLOR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
60202,BERMEJO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,11,11
50301,BETANZOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
70707,BOYUIBE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
70401,BUENA VISTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
70703,CABEZAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,9,9
51102,"CAIZA ""D""",salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
21003,CAJUATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
21304,CALAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
10901,CAMATAQUI (C. VILLA ABECIA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
70706,CAMIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,18,18
20302,CAQUIAVIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
40102,CARACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
22001,CARANAVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,38,38
50702,CARIPUYO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
71403,CARMEN RIVERO TORREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
21902,CATACORA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
40201,CHALLAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,13,13
70702,CHARAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,32,32
31204,CHIMORE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,18,18
40903,CHIPAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,7,7
20501,CHUMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
30801,CLIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,12,12
90101,COBIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,28,28
30101,COCHABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,534,534
30905,COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,40,40
31002,COLOMI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,33,33
70603,COLPA BELGICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
21306,COLQUENCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
21004,COLQUIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
20304,COMANCHE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
71301,COMARAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,8,8
71101,CONCEPCION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,20,20
21701,COPACABANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
21402,CORIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
20301,CORO CORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
21401,COROICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
