codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 2 años,mujeres de 1 a 2 años,hombres de 2 a 5 años,mujeres de 2 a 5 años,mujeres embarazadas según IMC,población general según IMC,hombres total,mujeres total,total
20201,ACHACACHI,estado nutricional,nutricion normal (n),2008-01-01,166,122,98,90,115,123,8,0,387,335,722
20104,ACHOCALLA,estado nutricional,nutricion normal (n),2008-01-01,16,27,10,8,5,11,0,0,31,46,77
30201,AIQUILE,estado nutricional,nutricion normal (n),2008-01-01,0,0,95,123,93,83,0,0,188,206,394
31303,ALALAY,estado nutricional,nutricion normal (n),2008-01-01,0,0,33,21,31,15,0,0,64,36,100
10404,ALCALA,estado nutricional,nutricion normal (n),2008-01-01,17,11,14,20,44,38,0,0,75,69,144
20202,ANCORAIMES,estado nutricional,nutricion normal (n),2008-01-01,42,52,40,41,78,67,0,0,160,160,320
41201,ANDAMARCA,estado nutricional,nutricion normal (n),2008-01-01,13,9,8,8,12,11,0,0,33,28,61
40603,ANTEQUERA,estado nutricional,nutricion normal (n),2008-01-01,20,21,10,8,34,25,8,0,72,54,126
30402,ANZALDO,estado nutricional,nutricion normal (n),2008-01-01,16,14,13,10,11,10,0,0,40,34,74
20701,APOLO,estado nutricional,nutricion normal (n),2008-01-01,34,27,64,52,55,42,0,0,153,121,274
51301,ARAMPAMPA,estado nutricional,nutricion normal (n),2008-01-01,36,29,18,22,48,39,0,0,102,90,192
30501,ARANI,estado nutricional,nutricion normal (n),2008-01-01,16,10,16,10,26,21,0,0,58,41,99
30403,ARBIETO,estado nutricional,nutricion normal (n),2008-01-01,57,37,35,34,26,35,0,0,118,106,224
30601,ARQUE,estado nutricional,nutricion normal (n),2008-01-01,2,1,0,0,21,27,1,0,24,28,52
71501,ASCENCION DE GUARAYOS,estado nutricional,nutricion normal (n),2008-01-01,0,0,23,34,0,0,0,0,23,34,57
50802,ATOCHA,estado nutricional,nutricion normal (n),2008-01-01,56,53,38,30,44,59,52,0,190,142,332
20503,AUCAPATA,estado nutricional,nutricion normal (n),2008-01-01,10,5,16,18,21,14,0,0,47,37,84
20502,AYATA,estado nutricional,nutricion normal (n),2008-01-01,51,41,34,30,47,33,0,0,132,104,236
21303,AYO AYO,estado nutricional,nutricion normal (n),2008-01-01,25,16,7,10,12,18,0,0,44,44,88
