codigo_municipio,municipio,grupo,variable,mes,cantidad,mujeres total
51302,ACACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
20201,ACHACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,24,24
30201,AIQUILE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,13,13
41201,ANDAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
30402,ANZALDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,9,9
30601,ARQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
50802,ATOCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,13,13
20503,AUCAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
10201,AZURDUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
21203,BATALLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,12,12
60202,BERMEJO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,15,15
50301,BETANZOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,12,12
31501,BOLIVAR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
70707,BOYUIBE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
70401,BUENA VISTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,5,5
70703,CABEZAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,4,4
21003,CAJUATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,16,16
21304,CALAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
10701,CAMARGO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,5,5
