codigo_municipio,municipio,grupo,variable,mes,cantidad,total
10701,CAMARGO,sospecha diagnostica,desastres y emergencias,2004-01-01,1.0,1.0
30101,COCHABAMBA,sospecha diagnostica,desastres y emergencias,2004-01-01,1.0,1.0
21501,IXIAMAS,sospecha diagnostica,desastres y emergencias,2004-01-01,2.0,2.0
20101,LA PAZ,sospecha diagnostica,desastres y emergencias,2004-01-01,3.0,3.0
31401,PUNATA,sospecha diagnostica,desastres y emergencias,2004-01-01,4.0,4.0
60402,YUNCHARA,sospecha diagnostica,desastres y emergencias,2004-02-01,1.0,1.0
10201,AZURDUY,sospecha diagnostica,desastres y emergencias,2004-03-01,1.0,1.0
80501,SAN IGNACIO,sospecha diagnostica,desastres y emergencias,2004-03-01,5.0,5.0
60101,TARIJA,sospecha diagnostica,desastres y emergencias,2004-03-01,1.0,1.0
50301,BETANZOS,sospecha diagnostica,desastres y emergencias,2004-04-01,1.0,1.0
20101,LA PAZ,sospecha diagnostica,desastres y emergencias,2004-04-01,4.0,4.0
80501,SAN IGNACIO,sospecha diagnostica,desastres y emergencias,2004-04-01,3.0,3.0
20308,SANTIAGO DE CALLAPA,sospecha diagnostica,desastres y emergencias,2004-05-01,1.0,1.0
10701,CAMARGO,sospecha diagnostica,desastres y emergencias,2004-07-01,1.0,1.0
10501,MONTEAGUDO,sospecha diagnostica,desastres y emergencias,2004-08-01,1.0,1.0
60303,VILLA MONTES,sospecha diagnostica,desastres y emergencias,2004-08-01,1.0,1.0
80501,SAN IGNACIO,sospecha diagnostica,desastres y emergencias,2004-09-01,1.0,1.0
60303,VILLA MONTES,sospecha diagnostica,desastres y emergencias,2004-10-01,1.0,1.0
60301,YACUIBA,sospecha diagnostica,desastres y emergencias,2004-10-01,1.0,1.0
50301,BETANZOS,sospecha diagnostica,desastres y emergencias,2004-11-01,1.0,1.0
30101,COCHABAMBA,sospecha diagnostica,desastres y emergencias,2004-12-01,2.0,2.0
60502,EL PUENTE(TJA),sospecha diagnostica,desastres y emergencias,2004-12-01,1.0,1.0
60101,TARIJA,sospecha diagnostica,desastres y emergencias,2004-12-01,2.0,2.0
60402,YUNCHARA,sospecha diagnostica,desastres y emergencias,2004-12-01,2.0,2.0
