codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 2 años,mujeres de 1 a 2 años,hombres de 2 a 5 años,mujeres de 2 a 5 años,mujeres embarazadas según IMC,población general según IMC,hombres total,mujeres total,total
20201,ACHACACHI,estado nutricional,desnutricion grave (g),2008-01-01,0,1,3,0,0,0,0,0,3,1,4
30201,AIQUILE,estado nutricional,desnutricion grave (g),2008-01-01,0,0,2,1,0,0,0,0,2,1,3
10404,ALCALA,estado nutricional,desnutricion grave (g),2008-01-01,0,1,0,0,0,0,0,0,0,1,1
20202,ANCORAIMES,estado nutricional,desnutricion grave (g),2008-01-01,0,0,1,1,0,0,0,0,1,1,2
30402,ANZALDO,estado nutricional,desnutricion grave (g),2008-01-01,1,0,0,0,0,1,0,0,1,1,2
20701,APOLO,estado nutricional,desnutricion grave (g),2008-01-01,0,0,3,1,0,1,0,0,3,2,5
51301,ARAMPAMPA,estado nutricional,desnutricion grave (g),2008-01-01,3,2,2,1,0,1,0,0,5,4,9
50802,ATOCHA,estado nutricional,desnutricion grave (g),2008-01-01,1,0,0,0,1,0,0,0,2,0,2
21303,AYO AYO,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,0,1,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion grave (g),2008-01-01,0,0,1,0,0,0,0,0,1,0,1
10201,AZURDUY,estado nutricional,desnutricion grave (g),2008-01-01,0,0,4,2,3,0,0,0,7,2,9
90104,BELLA FLOR,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,0,0,1,0,0,0,1,1
50301,BETANZOS,estado nutricional,desnutricion grave (g),2008-01-01,2,0,1,3,0,2,0,0,3,5,8
31501,BOLIVAR,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,0,4,1,0,0,4,1,5
90103,BOLPEBRA,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,1,0,0,0,0,0,1,1
70401,BUENA VISTA,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,1,0,0,0,0,0,1,1
70703,CABEZAS,estado nutricional,desnutricion grave (g),2008-01-01,0,1,0,1,0,0,0,0,0,2,2
21304,CALAMARCA,estado nutricional,desnutricion grave (g),2008-01-01,2,0,2,0,0,0,0,0,4,0,4
10701,CAMARGO,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,0,0,1,0,0,0,1,1
70706,CAMIRI,estado nutricional,desnutricion grave (g),2008-01-01,0,0,3,0,0,1,0,0,3,1,4
50702,CARIPUYO,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,0,0,1,0,0,0,1,1
40201,CHALLAPATA,estado nutricional,desnutricion grave (g),2008-01-01,2,0,0,1,1,3,0,0,3,4,7
50302,CHAQUI,estado nutricional,desnutricion grave (g),2008-01-01,0,0,0,0,1,2,0,0,1,2,3
70702,CHARAGUA,estado nutricional,desnutricion grave (g),2008-01-01,0,1,0,1,0,0,0,0,0,2,2
50202,CHAYANTA,estado nutricional,desnutricion grave (g),2008-01-01,0,1,1,1,0,1,0,0,1,3,4
31204,CHIMORE,estado nutricional,desnutricion grave (g),2008-01-01,0,0,1,0,0,1,0,0,1,1,2
30801,CLIZA,estado nutricional,desnutricion grave (g),2008-01-01,0,0,1,0,0,1,0,0,1,1,2
90101,COBIJA,estado nutricional,desnutricion grave (g),2008-01-01,0,0,1,1,1,0,0,0,2,1,3
