codigo_municipio,municipio,grupo,variable,mes,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
30701,CAPINOTA,sospecha diagnostica,rubeola,2001-01-01,1,0,0,0,0,1
21101,CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,rubeola,2001-01-01,0,1,0,0,0,1
90101,COBIJA,sospecha diagnostica,rubeola,2001-01-01,1,0,1,0,0,2
30101,COCHABAMBA,sospecha diagnostica,rubeola,2001-01-01,1,4,1,2,0,8
20105,EL ALTO,sospecha diagnostica,rubeola,2001-01-01,1,0,0,0,0,1
70105,EL TORNO,sospecha diagnostica,rubeola,2001-01-01,0,1,0,0,0,1
20101,LA PAZ,sospecha diagnostica,rubeola,2001-01-01,4,3,8,0,0,15
80801,MAGDALENA,sospecha diagnostica,rubeola,2001-01-01,0,1,0,0,0,1
10501,MONTEAGUDO,sospecha diagnostica,rubeola,2001-01-01,0,2,4,0,0,6
71001,MONTERO,sospecha diagnostica,rubeola,2001-01-01,0,1,0,0,0,1
40101,ORURO,sospecha diagnostica,rubeola,2001-01-01,0,0,1,0,0,1
30101,COCHABAMBA,sospecha diagnostica,rubeola,2001-02-01,1,0,0,2,0,3
20101,LA PAZ,sospecha diagnostica,rubeola,2001-02-01,1,1,2,1,0,5
80801,MAGDALENA,sospecha diagnostica,rubeola,2001-02-01,1,0,0,0,0,1
10501,MONTEAGUDO,sospecha diagnostica,rubeola,2001-02-01,0,0,0,1,0,1
40101,ORURO,sospecha diagnostica,rubeola,2001-02-01,0,1,0,0,0,1
31202,POJO (CBBA),sospecha diagnostica,rubeola,2001-02-01,0,0,2,0,0,2
30901,QUILLACOLLO,sospecha diagnostica,rubeola,2001-02-01,0,0,0,1,0,1
80101,TRINIDAD,sospecha diagnostica,rubeola,2001-02-01,0,1,0,0,0,1
70703,CABEZAS,sospecha diagnostica,rubeola,2001-03-01,0,1,0,0,0,1
22001,CARANAVI,sospecha diagnostica,rubeola,2001-03-01,1,0,0,0,0,1
30905,COLCAPIRHUA,sospecha diagnostica,rubeola,2001-03-01,0,1,0,0,0,1
20101,LA PAZ,sospecha diagnostica,rubeola,2001-03-01,2,0,1,0,0,3
80801,MAGDALENA,sospecha diagnostica,rubeola,2001-03-01,1,0,1,0,0,2
10501,MONTEAGUDO,sospecha diagnostica,rubeola,2001-03-01,0,1,0,0,0,1
70901,SAMAIPATA,sospecha diagnostica,rubeola,2001-03-01,0,1,0,0,0,1
80501,SAN IGNACIO,sospecha diagnostica,rubeola,2001-03-01,0,1,0,0,0,1
60101,TARIJA,sospecha diagnostica,rubeola,2001-03-01,0,1,0,0,0,1
30903,TIQUIPAYA,sospecha diagnostica,rubeola,2001-03-01,0,2,1,0,0,3
50201,UNCIA,sospecha diagnostica,rubeola,2001-03-01,0,1,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,rubeola,2001-04-01,0,0,2,0,0,2
20101,LA PAZ,sospecha diagnostica,rubeola,2001-04-01,0,2,9,0,0,11
