codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-4-anos_masculino,1-a-4-anos-1_femenino,5-a-9-anos_masculino,5-a-9-anos-1_femenino,10-a-20-anos_masculino,10-a-20-anos-1_femenino,21-a-59-anos_masculino,21-a-59-anos-1_femenino,60-y-mas_masculino,60-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
20101,LA PAZ,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-01-01,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70702,CHARAGUA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
20105,EL ALTO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601,TARABUCO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20608,TEOPONTE,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30402,ANZALDO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
60202,BERMEJO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20501,CHUMA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
60601,ENTRE RIOS,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
