codigo_municipio,municipio,grupo,variable,mes,Cantidad-H,Cantidad-M,TOTAL-H,TOTAL-M,TOTAL
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
50202,CHAYANTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,2,0,2,0,2
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
70202,OKINAWA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
70902,PAMPA GRANDE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
31205,PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
80201,RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
50701,SACACA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
80302,SAN BORJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
80501,SAN IGNACIO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
21301,SICA SICA (VILLA AROMA),mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,1,0,1,1
10601,TARABUCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,0,2,0,2,2
80101,TRINIDAD,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-01-01,1,0,1,0,1
70702,CHARAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,1,1,1,1,2
70104,LA GUARDIA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,1,0,1,0,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,1,0,1,0,1
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,1,0,1,0,1
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,2,0,2,0,2
10103,POROMA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,0,1,0,1,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,1,0,1,0,1
80201,RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,0,1,0,1,1
71104,SAN JULIAN,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,0,1,0,1,1
60303,VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,1,0,1,0,1
51501,VILLAZON,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-02-01,1,0,1,0,1
30201,AIQUILE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,1,0,1,0,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,0,1,0,1,1
40201,CHALLAPATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,0,1,0,1,1
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,1,0,1,0,1
10501,MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,0,1,0,1,1
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,2,0,2,0,2
70902,PAMPA GRANDE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,0,1,0,1,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,1,0,1,0,1
80201,RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,0,1,0,1,1
80602,SAN ANDRES,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,0,1,0,1,1
80302,SAN BORJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,1,0,1,0,1
80501,SAN IGNACIO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,0,2,0,2,2
50201,UNCIA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,1,0,1,0,1
51501,VILLAZON,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-03-01,1,0,1,0,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,0,1,0,1,1
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,2,1,2,1,3
10502,HUACARETA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,0,2,0,2,2
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,4,0,4,0,4
71003,MINEROS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,0,1,0,1,1
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,2,1,2,1,3
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,1,0,1,0,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,1,0,1,0,1
80201,RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,1,1,1,1,2
80302,SAN BORJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,0,2,0,2,2
50502,TORO TORO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,0,1,0,1,1
41301,TOTORA(ORR),mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,0,1,0,1,1
10801,VILLA SERRANO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-04-01,0,1,0,1,1
30601,ARQUE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
22001,CARANAVI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,1,0,1,0,1
10902,CULPINA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,1,0,1,0,1
40701,HUANUNI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,2,0,2,2
50203,LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
71003,MINEROS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
40602,PAZÑA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
31401,PUNATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,1,0,1,0,1
80301,REYES,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,8,0,8,8
50502,TORO TORO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
50201,UNCIA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
20801,VIACHA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
60402,YUNCHARA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-05-01,0,1,0,1,1
51302,ACACIO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
10201,AZURDUY,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
10701,CAMARGO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
31002,COLOMI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
40301,CORQUE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
71003,MINEROS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,2,0,2,0,2
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,2,1,2,1,3
80201,RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,2,0,2,0,2
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,1,0,1,0,1
71104,SAN JULIAN,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,1,0,1,0,1
50303,TACOBAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
10601,TARABUCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,0,1,0,1,1
50801,TUPIZA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-06-01,1,0,1,0,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,1,0,1,1
21701,COPACABANA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,1,0,1,0,1
50203,LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,2,0,2,2
51401,LLICA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,1,0,1,1
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,1,0,1,0,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,1,0,1,1
51101,PUNA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,1,0,1,1
71102,SAN JAVIER(STC),mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,1,0,1,1
10101,SUCRE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,1,0,1,0,1
50303,TACOBAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,1,0,1,1
10202,TARVITA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,0,2,0,2,2
80101,TRINIDAD,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-07-01,1,1,1,1,2
20201,ACHACACHI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-08-01,0,1,0,1,1
10701,CAMARGO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-08-01,1,0,1,0,1
31002,COLOMI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-08-01,0,1,0,1,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-08-01,1,1,1,1,2
51101,PUNA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-08-01,0,1,0,1,1
50801,TUPIZA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-08-01,0,1,0,1,1
31303,ALALAY,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-09-01,0,1,0,1,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-09-01,2,0,2,0,2
50402,RAVELO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-09-01,0,1,0,1,1
10702,SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-09-01,0,3,0,3,3
50303,TACOBAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-09-01,1,0,1,0,1
10703,INCAHUASI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,0,2,0,2,2
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,2,0,2,0,2
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,1,0,1,0,1
10702,SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,0,1,0,1,1
10403,SOPACHUY,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,0,1,0,1,1
31101,TAPACARI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,0,1,0,1,1
10202,TARVITA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,0,1,0,1,1
60301,YACUIBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-10-01,2,0,2,0,2
31002,COLOMI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,0,1,0,1,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
80201,RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
80304,RURRENABAQUE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
31001,SACABA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,0,1,0,1,1
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
10101,SUCRE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
70801,VALLEGRANDE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-11-01,1,0,1,0,1
30101,COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-12-01,2,0,2,0,2
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-12-01,1,0,1,0,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-12-01,1,0,1,0,1
80304,RURRENABAQUE,mortalidad institucional,muerte menor de 5 anos por neumonia,2004-12-01,1,0,1,0,1
