codigo_municipio,municipio,grupo,variable,mes,hombres menores a 1 año,mujeres menores a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 14 años,mujeres de 5 a 14 años,hombres de 15 a 59 años,mujeres de 15 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
51302,ACACIO,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20201,ACHACACHI,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,1,0,1,0,2,0,45,0,28,0,77,0,77
30201,AIQUILE,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,2,0,36,0,4,0,4,0,2,0,48,0,48
31303,ALALAY,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,9,0,0,0,9,0,9
10404,ALCALA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,1,0,8,0,1,0,10,0,10
20202,ANCORAIMES,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,2,0,13,0,8,0,23,0,23
41201,ANDAMARCA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,1,0,6,0,11,0,18,0,18
20701,APOLO,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,7,0,1,0,8,0,8
51301,ARAMPAMPA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,7,0,0,0,7,0,7
30501,ARANI,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,13,0,0,0,13,0,13
30601,ARQUE,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,11,0,7,0,18,0,18
71501,ASCENCION DE GUARAYOS,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,2,0,24,0,2,0,28,0,28
50802,ATOCHA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,3,0,0,0,1,0,13,0,5,0,22,0,22
20503,AUCAPATA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,1,0,5,0,0,0,6,0,6
20502,AYATA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,3,0,1,0,4,0,4
21303,AYO AYO,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
30301,AYOPAYA (V. DE INDEPENDENCIA),clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,4,0,8,0,65,0,23,0,100,0,100
10201,AZURDUY,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,1,0,0,0,16,0,13,0,30,0,30
21203,BATALLAS,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,12,0,19,0,31,0,31
80802,BAURES,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,1,0,7,0,5,0,13,0,13
41202,BELEN DE ANDAMARCA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,2,0,3,0,5,0,5
50104,BELEN DE URMIRI,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,5,0,0,0,5,0,5
60202,BERMEJO,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,2,0,3,0,24,0,5,0,34,0,34
50301,BETANZOS,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,4,0,43,0,29,0,76,0,76
31501,BOLIVAR,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,6,0,3,0,9,0,9
90103,BOLPEBRA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
70707,BOYUIBE,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,2,0,2,0,1,0,5,0,5
70703,CABEZAS,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,1,0,5,0,22,0,5,0,33,0,33
20905,CAIROMA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,8,0,4,0,12,0,12
51102,"CAIZA ""D""",clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,1,0,1,0,2,0,2
21003,CAJUATA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,1,0,8,0,8,0,17,0,17
20303,CALACOTO,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,5,0,8,0,13,0,13
21304,CALAMARCA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10701,CAMARGO,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,3,0,22,0,20,0,45,0,45
10901,CAMATAQUI (C. VILLA ABECIA),clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,1,0,0,0,4,0,5,0,5
70706,CAMIRI,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,7,0,6,0,17,0,51,0,10,0,91,0,91
30701,CAPINOTA,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,1,0,14,0,9,0,24,0,24
20302,CAQUIAVIRI,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,6,0,2,0,8,0,8
40102,CARACOLLO,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,0,0,0,0,0,0,7,0,0,0,7,0,7
22001,CARANAVI,clasificacion general sistemica,enfermedades sistema osteomuscular y tejido conjuntivo,2001-01-01,2,0,14,0,10,0,58,0,11,0,95,0,95
