codigo_municipio,municipio,grupo,variable,mes,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
10701,CAMARGO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,1,0,0,0,1,1
70706,CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,1,1,0,0,1,1,2
90101,COBIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,1,0,0,0,1,1
30101,COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,1,2,0,0,1,2,3
10902,CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,1,1,1,2
40401,CURAHUARA DE CARANGAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,3,0,0,0,3,3
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,5,1,1,0,6,1,7
10502,HUACARETA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
10304,ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
10703,INCAHUASI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,23,13,0,2,23,15,38
11003,MACHARETI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,1,0,1,1
10501,MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,1,0,0,0,1,1
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,3,0,1,0,4,0,4
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,12,4,0,1,12,5,17
10401,PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,1,0,0,0,1,0,1
70502,PAILON,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
21104,PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,2,0,2,2
40602,PAZÑA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
10103,POROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
31205,PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,1,0,0,0,1,0,1
80501,SAN IGNACIO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,2,0,0,0,2,2
70501,SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,1,0,1,1
10702,SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,1,1,0,0,1,1,2
21301,SICA SICA (VILLA AROMA),mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,0,1,0,1
10101,SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,8,5,0,2,8,7,15
10601,TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,2,0,2,2
60101,TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,2,0,0,0,2,2
10402,TOMINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,4,0,4,4
