codigo_municipio,municipio,grupo,variable,mes,a-de-6-meses_masculino,a-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
71501,ASCENCION DE GUARAYOS,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10201,AZURDUY,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
60202,BERMEJO,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
70706,CAMIRI,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,2,0,2,2,7,9
60302,CARAPARI,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70702,CHARAGUA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
90101,COBIJA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
30101,COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,1,7,4,20,11,4,5,0,1,6,3,0,0,3,0,0,0,40,25,65
30905,COLCAPIRHUA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71101,CONCEPCION,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
20301,CORO CORO,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20105,EL ALTO,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,3,2,6,4,1,4,0,0,0,0,0,0,0,0,0,1,10,11,21
70105,EL TORNO,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
80202,GUAYARAMERIN,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
41601,HUAYLLAMARCA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70104,LA GUARDIA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
20101,LA PAZ,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,2,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1,6,3,9
80801,MAGDALENA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,1,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,3,10
10501,MONTEAGUDO,inmunoprevenibles,hepatitis viral a*,2015-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
71001,MONTERO,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
30203,OMEREQUE,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40101,ORURO,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,4,8
60201,PADCAYA,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
50101,POTOSI,inmunoprevenibles,hepatitis viral a*,2015-01-01,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,1,6
