codigo_municipio,municipio,grupo,variable,mes,mujeres total
30701,CAPINOTA,intoxicaciones,drogas,2001-01-01,1
30101,COCHABAMBA,intoxicaciones,drogas,2001-01-01,2
20105,EL ALTO,intoxicaciones,drogas,2001-01-01,5
10502,HUACARETA,intoxicaciones,drogas,2001-01-01,1
20101,LA PAZ,intoxicaciones,drogas,2001-01-01,3
40101,ORURO,intoxicaciones,drogas,2001-01-01,1
71401,PUERTO SUAREZ,intoxicaciones,drogas,2001-01-01,1
80201,RIBERALTA,intoxicaciones,drogas,2001-01-01,1
10101,SUCRE,intoxicaciones,drogas,2001-01-01,1
60101,TARIJA,intoxicaciones,drogas,2001-01-01,3
30903,TIQUIPAYA,intoxicaciones,drogas,2001-01-01,1
50801,TUPIZA,intoxicaciones,drogas,2001-01-01,3
50201,UNCIA,intoxicaciones,drogas,2001-01-01,1
10901,CAMATAQUI (C. VILLA ABECIA),intoxicaciones,drogas,2001-02-01,1
30101,COCHABAMBA,intoxicaciones,drogas,2001-02-01,2
20105,EL ALTO,intoxicaciones,drogas,2001-02-01,1
70105,EL TORNO,intoxicaciones,drogas,2001-02-01,1
80803,HUARACAJE,intoxicaciones,drogas,2001-02-01,1
50404,OCURI,intoxicaciones,drogas,2001-02-01,1
40101,ORURO,intoxicaciones,drogas,2001-02-01,3
50101,POTOSI,intoxicaciones,drogas,2001-02-01,1
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2001-02-01,1
60101,TARIJA,intoxicaciones,drogas,2001-02-01,5
80101,TRINIDAD,intoxicaciones,drogas,2001-02-01,1
50801,TUPIZA,intoxicaciones,drogas,2001-02-01,1
70201,WARNES,intoxicaciones,drogas,2001-02-01,1
21003,CAJUATA,intoxicaciones,drogas,2001-03-01,1
22001,CARANAVI,intoxicaciones,drogas,2001-03-01,2
30101,COCHABAMBA,intoxicaciones,drogas,2001-03-01,4
20105,EL ALTO,intoxicaciones,drogas,2001-03-01,2
10405,EL VILLAR,intoxicaciones,drogas,2001-03-01,1
20101,LA PAZ,intoxicaciones,drogas,2001-03-01,2
31301,MIZQUE,intoxicaciones,drogas,2001-03-01,1
71001,MONTERO,intoxicaciones,drogas,2001-03-01,1
70202,OKINAWA,intoxicaciones,drogas,2001-03-01,4
80201,RIBERALTA,intoxicaciones,drogas,2001-03-01,2
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2001-03-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2001-03-01,1
30902,SIPE SIPE,intoxicaciones,drogas,2001-03-01,1
60101,TARIJA,intoxicaciones,drogas,2001-03-01,1
70703,CABEZAS,intoxicaciones,drogas,2001-04-01,1
30101,COCHABAMBA,intoxicaciones,drogas,2001-04-01,1
20105,EL ALTO,intoxicaciones,drogas,2001-04-01,3
31301,MIZQUE,intoxicaciones,drogas,2001-04-01,1
80201,RIBERALTA,intoxicaciones,drogas,2001-04-01,1
10101,SUCRE,intoxicaciones,drogas,2001-04-01,6
60101,TARIJA,intoxicaciones,drogas,2001-04-01,4
20606,TIPUANI,intoxicaciones,drogas,2001-04-01,1
51501,VILLAZON,intoxicaciones,drogas,2001-04-01,1
70706,CAMIRI,intoxicaciones,drogas,2001-05-01,1
20105,EL ALTO,intoxicaciones,drogas,2001-05-01,6
80202,GUAYARAMERIN,intoxicaciones,drogas,2001-05-01,1
20101,LA PAZ,intoxicaciones,drogas,2001-05-01,2
71003,MINEROS,intoxicaciones,drogas,2001-05-01,1
70502,PAILON,intoxicaciones,drogas,2001-05-01,1
51203,PORCO,intoxicaciones,drogas,2001-05-01,1
31001,SACABA,intoxicaciones,drogas,2001-05-01,3
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2001-05-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2001-05-01,2
41401,SANTIAGO DE HUARI,intoxicaciones,drogas,2001-05-01,1
20601,SORATA,intoxicaciones,drogas,2001-05-01,1
10101,SUCRE,intoxicaciones,drogas,2001-05-01,4
60101,TARIJA,intoxicaciones,drogas,2001-05-01,2
51501,VILLAZON,intoxicaciones,drogas,2001-05-01,1
21304,CALAMARCA,intoxicaciones,drogas,2001-06-01,1
10701,CAMARGO,intoxicaciones,drogas,2001-06-01,1
70706,CAMIRI,intoxicaciones,drogas,2001-06-01,2
20501,CHUMA,intoxicaciones,drogas,2001-06-01,3
30101,COCHABAMBA,intoxicaciones,drogas,2001-06-01,1
20105,EL ALTO,intoxicaciones,drogas,2001-06-01,1
70105,EL TORNO,intoxicaciones,drogas,2001-06-01,2
20602,GUANAY,intoxicaciones,drogas,2001-06-01,1
20101,LA PAZ,intoxicaciones,drogas,2001-06-01,1
40101,ORURO,intoxicaciones,drogas,2001-06-01,2
21305,PATACAMAYA,intoxicaciones,drogas,2001-06-01,1
50101,POTOSI,intoxicaciones,drogas,2001-06-01,2
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2001-06-01,3
80702,SAN RAMON,intoxicaciones,drogas,2001-06-01,1
41401,SANTIAGO DE HUARI,intoxicaciones,drogas,2001-06-01,1
30902,SIPE SIPE,intoxicaciones,drogas,2001-06-01,1
60101,TARIJA,intoxicaciones,drogas,2001-06-01,3
80101,TRINIDAD,intoxicaciones,drogas,2001-06-01,1
50801,TUPIZA,intoxicaciones,drogas,2001-06-01,1
60202,BERMEJO,intoxicaciones,drogas,2001-07-01,1
70706,CAMIRI,intoxicaciones,drogas,2001-07-01,2
20105,EL ALTO,intoxicaciones,drogas,2001-07-01,5
20101,LA PAZ,intoxicaciones,drogas,2001-07-01,13
40101,ORURO,intoxicaciones,drogas,2001-07-01,3
21305,PATACAMAYA,intoxicaciones,drogas,2001-07-01,1
50101,POTOSI,intoxicaciones,drogas,2001-07-01,2
21201,PUCARANI,intoxicaciones,drogas,2001-07-01,1
71402,PUERTO QUIJARRO,intoxicaciones,drogas,2001-07-01,1
80201,RIBERALTA,intoxicaciones,drogas,2001-07-01,1
31001,SACABA,intoxicaciones,drogas,2001-07-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2001-07-01,7
60101,TARIJA,intoxicaciones,drogas,2001-07-01,4
50801,TUPIZA,intoxicaciones,drogas,2001-07-01,2
51501,VILLAZON,intoxicaciones,drogas,2001-07-01,1
70403,YAPACANI,intoxicaciones,drogas,2001-07-01,3
60202,BERMEJO,intoxicaciones,drogas,2001-08-01,1
70401,BUENA VISTA,intoxicaciones,drogas,2001-08-01,2
70706,CAMIRI,intoxicaciones,drogas,2001-08-01,1
30101,COCHABAMBA,intoxicaciones,drogas,2001-08-01,7
21401,COROICO,intoxicaciones,drogas,2001-08-01,1
50601,COTAGAITA,intoxicaciones,drogas,2001-08-01,1
20105,EL ALTO,intoxicaciones,drogas,2001-08-01,1
20101,LA PAZ,intoxicaciones,drogas,2001-08-01,8
10903,LAS CARRERAS,intoxicaciones,drogas,2001-08-01,1
70903,MAIRANA,intoxicaciones,drogas,2001-08-01,2
71001,MONTERO,intoxicaciones,drogas,2001-08-01,3
40101,ORURO,intoxicaciones,drogas,2001-08-01,2
31202,POJO (CBBA),intoxicaciones,drogas,2001-08-01,1
71402,PUERTO QUIJARRO,intoxicaciones,drogas,2001-08-01,1
31205,PUERTO VILLARROEL,intoxicaciones,drogas,2001-08-01,1
80201,RIBERALTA,intoxicaciones,drogas,2001-08-01,1
31001,SACABA,intoxicaciones,drogas,2001-08-01,2
80702,SAN RAMON,intoxicaciones,drogas,2001-08-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2001-08-01,1
60101,TARIJA,intoxicaciones,drogas,2001-08-01,3
51501,VILLAZON,intoxicaciones,drogas,2001-08-01,1
71501,ASCENCION DE GUARAYOS,intoxicaciones,drogas,2001-09-01,1
21203,BATALLAS,intoxicaciones,drogas,2001-09-01,1
70401,BUENA VISTA,intoxicaciones,drogas,2001-09-01,1
10701,CAMARGO,intoxicaciones,drogas,2001-09-01,1
30101,COCHABAMBA,intoxicaciones,drogas,2001-09-01,10
20105,EL ALTO,intoxicaciones,drogas,2001-09-01,3
70105,EL TORNO,intoxicaciones,drogas,2001-09-01,1
