codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,imc_mujer-embarazada,imc-1_,totales_total-m,totales-1_total-f,totales-2_total
20201,ACHACACHI,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
20104,ACHOCALLA,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
30201,AIQUILE,estado nutricional,obesidad (o),2008-01-01,0,0,0,2,2,1,0,0,2,3,5
41201,ANDAMARCA,estado nutricional,obesidad (o),2008-01-01,4,0,0,0,1,0,0,0,5,0,5
40603,ANTEQUERA,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,0,0,4,0,4,0,4
30402,ANZALDO,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,1,0,0,0,1,0,1
50802,ATOCHA,estado nutricional,obesidad (o),2008-01-01,1,0,1,1,0,1,7,0,9,2,11
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
21203,BATALLAS,estado nutricional,obesidad (o),2008-01-01,4,3,0,1,1,1,0,0,5,5,10
60202,BERMEJO,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,0,0,5,0,5,0,5
50301,BETANZOS,estado nutricional,obesidad (o),2008-01-01,2,3,0,0,1,0,1,0,4,3,7
70401,BUENA VISTA,estado nutricional,obesidad (o),2008-01-01,0,0,1,0,1,0,0,0,2,0,2
21003,CAJUATA,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,0,0,1,0,1,0,1
20303,CALACOTO,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,1,0,0,1,1,2
10701,CAMARGO,estado nutricional,obesidad (o),2008-01-01,1,3,4,2,2,0,0,0,7,5,12
70706,CAMIRI,estado nutricional,obesidad (o),2008-01-01,8,2,1,1,1,0,0,0,10,3,13
40102,CARACOLLO,estado nutricional,obesidad (o),2008-01-01,0,0,0,1,4,4,0,0,4,5,9
60302,CARAPARI,estado nutricional,obesidad (o),2008-01-01,5,4,5,2,4,2,0,0,14,8,22
50702,CARIPUYO,estado nutricional,obesidad (o),2008-01-01,5,4,1,1,1,2,0,0,7,7,14
40201,CHALLAPATA,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,18,0,19,0,19
50302,CHAQUI,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
50202,CHAYANTA,estado nutricional,obesidad (o),2008-01-01,2,1,0,0,0,0,0,0,2,1,3
31204,CHIMORE,estado nutricional,obesidad (o),2008-01-01,0,0,0,2,0,0,0,0,0,2,2
20501,CHUMA,estado nutricional,obesidad (o),2008-01-01,1,3,2,1,4,1,0,0,7,5,12
30101,COCHABAMBA,estado nutricional,obesidad (o),2008-01-01,2,1,1,0,2,3,0,0,5,4,9
31002,COLOMI,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
50401,COLQUECHACA,estado nutricional,obesidad (o),2008-01-01,0,1,0,0,0,0,0,0,0,1,1
21306,COLQUENCHA,estado nutricional,obesidad (o),2008-01-01,1,1,1,1,2,3,0,0,4,5,9
21004,COLQUIRI,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,0,0,1,0,1,0,1
21701,COPACABANA,estado nutricional,obesidad (o),2008-01-01,0,0,2,0,0,1,0,0,2,1,3
21401,COROICO,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,0,0,3,0,3,0,3
40401,CURAHUARA DE CARANGAS,estado nutricional,obesidad (o),2008-01-01,1,1,0,0,0,0,0,0,1,1,2
20105,EL ALTO,estado nutricional,obesidad (o),2008-01-01,9,5,5,1,6,2,32,0,52,8,60
40103,EL CHORO,estado nutricional,obesidad (o),2008-01-01,2,0,2,0,0,0,0,0,4,0,4
60502,EL PUENTE(TJA),estado nutricional,obesidad (o),2008-01-01,0,0,0,0,0,1,0,0,0,1,1
60601,ENTRE RIOS,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
80402,EXALTACION,estado nutricional,obesidad (o),2008-01-01,0,0,7,1,0,1,0,0,7,2,9
21601,GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,obesidad (o),2008-01-01,3,2,0,0,1,0,2,0,6,2,8
80202,GUAYARAMERIN,estado nutricional,obesidad (o),2008-01-01,0,0,45,26,6,4,0,0,51,30,81
10502,HUACARETA,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,2,0,0,0,2,0,2
80803,HUARACAJE,estado nutricional,obesidad (o),2008-01-01,1,3,0,1,3,0,0,0,4,4,8
10304,ICLA,estado nutricional,obesidad (o),2008-01-01,8,6,4,4,12,9,0,0,24,19,43
10703,INCAHUASI,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
21001,INQUISIVI,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,0,0,2,0,2,0,2
20806,JESUS DE MACHACA,estado nutricional,obesidad (o),2008-01-01,3,2,1,0,0,0,0,0,4,2,6
20101,LA PAZ,estado nutricional,obesidad (o),2008-01-01,11,16,2,3,12,6,20,0,45,25,70
70701,LAGUNILLAS,estado nutricional,obesidad (o),2008-01-01,0,0,9,3,2,1,0,0,11,4,15
21202,LAJA,estado nutricional,obesidad (o),2008-01-01,1,0,1,1,1,0,15,0,18,1,19
50203,LLALLAGUA,estado nutricional,obesidad (o),2008-01-01,1,1,1,0,1,1,0,0,3,2,5
11003,MACHARETI,estado nutricional,obesidad (o),2008-01-01,0,2,0,2,1,0,1,0,2,4,6
20103,MECAPACA,estado nutricional,obesidad (o),2008-01-01,1,0,0,0,0,0,0,0,1,0,1
31301,MIZQUE,estado nutricional,obesidad (o),2008-01-01,0,0,3,3,0,0,0,0,3,3,6
10501,MONTEAGUDO,estado nutricional,obesidad (o),2008-01-01,4,2,1,0,0,3,0,0,5,5,10
70803,MORO MORO,estado nutricional,obesidad (o),2008-01-01,0,1,1,0,0,0,0,0,1,1,2
30203,OMEREQUE,estado nutricional,obesidad (o),2008-01-01,0,0,4,4,1,0,0,0,5,4,9
40101,ORURO,estado nutricional,obesidad (o),2008-01-01,4,6,2,4,0,0,24,0,30,10,40
10401,PADILLA,estado nutricional,obesidad (o),2008-01-01,0,0,0,0,4,4,0,0,4,4,8
21802,PAPEL PAMPA,estado nutricional,obesidad (o),2008-01-01,9,1,0,0,0,0,0,0,9,1,10
30202,PASORAPA,estado nutricional,obesidad (o),2008-01-01,5,1,1,0,0,0,0,0,6,1,7
