codigo_municipio,municipio,grupo,variable,mes,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
30201,AIQUILE,mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
50802,ATOCHA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
10701,CAMARGO,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,1,0,0,0,1,1
30101,COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,3,4,0,0,3,4,7
10902,CULPINA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,1,1,1,2
40401,CURAHUARA DE CARANGAS,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,2,0,0,0,2,2
20105,EL ALTO,mortalidad institucional,muerte menor de 1 ano,2005-01-01,4,1,1,0,5,1,6
10304,ICLA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
10703,INCAHUASI,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
20101,LA PAZ,mortalidad institucional,muerte menor de 1 ano,2005-01-01,22,10,0,2,22,12,34
50203,LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,0,1,0,1,1
11003,MACHARETI,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,0,1,0,1,1
80801,MAGDALENA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
10501,MONTEAGUDO,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,1,0,0,0,1,1
71001,MONTERO,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,2,0,2,0,2
40101,ORURO,mortalidad institucional,muerte menor de 1 ano,2005-01-01,8,3,0,0,8,3,11
10401,PADILLA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
21104,PALOS BLANCOS,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,0,1,0,1,1
10103,POROMA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
50101,POTOSI,mortalidad institucional,muerte menor de 1 ano,2005-01-01,4,6,0,0,4,6,10
31205,PUERTO VILLARROEL,mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
31401,PUNATA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,2,1,0,0,2,1,3
50402,RAVELO,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
31001,SACABA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
70404,SAN JUAN DE YAPACANI,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,0,1,0,1,1
10702,SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,4,5,0,0,4,5,9
21301,SICA SICA (VILLA AROMA),mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,0,1,0,1
10101,SUCRE,mortalidad institucional,muerte menor de 1 ano,2005-01-01,8,4,0,2,8,6,14
10601,TARABUCO,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,0,2,0,2,2
10402,TOMINA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,0,2,0,2,2
31201,TOTORA(CBBA),mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
80101,TRINIDAD,mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
31003,VILLA TUNARI,mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
51501,VILLAZON,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,2,0,0,0,2,2
10602,YAMPARAEZ,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,1,1,1,1,2
70403,YAPACANI,mortalidad institucional,muerte menor de 1 ano,2005-01-01,1,0,0,0,1,0,1
10102,YOTALA,mortalidad institucional,muerte menor de 1 ano,2005-01-01,0,0,0,1,0,1,1
10404,ALCALA,mortalidad institucional,muerte menor de 1 ano,2005-02-01,0,0,0,1,0,1,1
22001,CARANAVI,mortalidad institucional,muerte menor de 1 ano,2005-02-01,0,2,1,0,1,2,3
50202,CHAYANTA,mortalidad institucional,muerte menor de 1 ano,2005-02-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2005-02-01,1,2,0,0,1,2,3
50401,COLQUECHACA,mortalidad institucional,muerte menor de 1 ano,2005-02-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad institucional,muerte menor de 1 ano,2005-02-01,5,1,0,0,5,1,6
10703,INCAHUASI,mortalidad institucional,muerte menor de 1 ano,2005-02-01,0,0,0,2,0,2,2
