codigo_municipio,municipio,grupo,variable,mes,hombres menores a 2 años,mujeres menores a 2 años,hombres de 2 a 4 años,mujeres de 2 a 4 años,hombres total,mujeres total,total
51302,ACACIO,desnutricion aguda,nutricion superior (ns),2007-01-01,3,1,0,1,3,2,5
30201,AIQUILE,desnutricion aguda,nutricion superior (ns),2007-01-01,9,1,5,1,14,2,16
10404,ALCALA,desnutricion aguda,nutricion superior (ns),2007-01-01,3,10,0,1,3,11,14
41201,ANDAMARCA,desnutricion aguda,nutricion superior (ns),2007-01-01,4,1,0,0,4,1,5
40603,ANTEQUERA,desnutricion aguda,nutricion superior (ns),2007-01-01,1,0,0,0,1,0,1
30402,ANZALDO,desnutricion aguda,nutricion superior (ns),2007-01-01,3,2,3,4,6,6,12
51301,ARAMPAMPA,desnutricion aguda,nutricion superior (ns),2007-01-01,2,0,1,2,3,2,5
30501,ARANI,desnutricion aguda,nutricion superior (ns),2007-01-01,4,5,4,1,8,6,14
30403,ARBIETO,desnutricion aguda,nutricion superior (ns),2007-01-01,7,7,0,1,7,8,15
30601,ARQUE,desnutricion aguda,nutricion superior (ns),2007-01-01,1,1,0,0,1,1,2
50802,ATOCHA,desnutricion aguda,nutricion superior (ns),2007-01-01,8,3,2,1,10,4,14
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,nutricion superior (ns),2007-01-01,12,13,1,2,13,15,28
10201,AZURDUY,desnutricion aguda,nutricion superior (ns),2007-01-01,17,7,6,1,23,8,31
80802,BAURES,desnutricion aguda,nutricion superior (ns),2007-01-01,14,5,0,4,14,9,23
41202,BELEN DE ANDAMARCA,desnutricion aguda,nutricion superior (ns),2007-01-01,0,2,2,0,2,2,4
50104,BELEN DE URMIRI,desnutricion aguda,nutricion superior (ns),2007-01-01,2,1,2,3,4,4,8
90104,BELLA FLOR,desnutricion aguda,nutricion superior (ns),2007-01-01,7,2,0,2,7,4,11
60202,BERMEJO,desnutricion aguda,nutricion superior (ns),2007-01-01,4,0,0,0,4,0,4
50301,BETANZOS,desnutricion aguda,nutricion superior (ns),2007-01-01,17,13,3,5,20,18,38
31501,BOLIVAR,desnutricion aguda,nutricion superior (ns),2007-01-01,1,0,0,0,1,0,1
90103,BOLPEBRA,desnutricion aguda,nutricion superior (ns),2007-01-01,0,1,0,0,0,1,1
70707,BOYUIBE,desnutricion aguda,nutricion superior (ns),2007-01-01,2,7,1,1,3,8,11
70401,BUENA VISTA,desnutricion aguda,nutricion superior (ns),2007-01-01,15,5,6,3,21,8,29
70703,CABEZAS,desnutricion aguda,nutricion superior (ns),2007-01-01,42,21,16,8,58,29,87
51102,"CAIZA ""D""",desnutricion aguda,nutricion superior (ns),2007-01-01,7,7,2,3,9,10,19
21003,CAJUATA,desnutricion aguda,nutricion superior (ns),2007-01-01,32,27,31,22,63,49,112
10701,CAMARGO,desnutricion aguda,nutricion superior (ns),2007-01-01,30,11,4,2,34,13,47
10901,CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,nutricion superior (ns),2007-01-01,4,5,2,2,6,7,13
70706,CAMIRI,desnutricion aguda,nutricion superior (ns),2007-01-01,95,61,20,20,115,81,196
30701,CAPINOTA,desnutricion aguda,nutricion superior (ns),2007-01-01,11,4,2,4,13,8,21
40102,CARACOLLO,desnutricion aguda,nutricion superior (ns),2007-01-01,7,9,5,0,12,9,21
60302,CARAPARI,desnutricion aguda,nutricion superior (ns),2007-01-01,27,13,5,2,32,15,47
50702,CARIPUYO,desnutricion aguda,nutricion superior (ns),2007-01-01,11,5,0,1,11,6,17
71403,CARMEN RIVERO TORREZ,desnutricion aguda,nutricion superior (ns),2007-01-01,6,5,2,2,8,7,15
40201,CHALLAPATA,desnutricion aguda,nutricion superior (ns),2007-01-01,25,15,2,1,27,16,43
50302,CHAQUI,desnutricion aguda,nutricion superior (ns),2007-01-01,7,4,2,1,9,5,14
70702,CHARAGUA,desnutricion aguda,nutricion superior (ns),2007-01-01,30,35,9,14,39,49,88
50202,CHAYANTA,desnutricion aguda,nutricion superior (ns),2007-01-01,3,9,1,0,4,9,13
31204,CHIMORE,desnutricion aguda,nutricion superior (ns),2007-01-01,12,18,1,0,13,18,31
90101,COBIJA,desnutricion aguda,nutricion superior (ns),2007-01-01,59,75,4,8,63,83,146
30101,COCHABAMBA,desnutricion aguda,nutricion superior (ns),2007-01-01,381,294,146,97,527,391,918
40902,COIPASA,desnutricion aguda,nutricion superior (ns),2007-01-01,0,1,0,0,0,1,1
30905,COLCAPIRHUA,desnutricion aguda,nutricion superior (ns),2007-01-01,17,10,2,0,19,10,29
50901,"COLCHA ""K""",desnutricion aguda,nutricion superior (ns),2007-01-01,7,5,0,1,7,6,13
31002,COLOMI,desnutricion aguda,nutricion superior (ns),2007-01-01,14,11,4,0,18,11,29
70603,COLPA BELGICA,desnutricion aguda,nutricion superior (ns),2007-01-01,19,8,2,6,21,14,35
50401,COLQUECHACA,desnutricion aguda,nutricion superior (ns),2007-01-01,4,2,1,0,5,2,7
21004,COLQUIRI,desnutricion aguda,nutricion superior (ns),2007-01-01,0,3,1,0,1,3,4
71301,COMARAPA,desnutricion aguda,nutricion superior (ns),2007-01-01,88,64,9,7,97,71,168
71101,CONCEPCION,desnutricion aguda,nutricion superior (ns),2007-01-01,9,12,2,2,11,14,25
40301,CORQUE,desnutricion aguda,nutricion superior (ns),2007-01-01,4,3,1,1,5,4,9
50601,COTAGAITA,desnutricion aguda,nutricion superior (ns),2007-01-01,17,8,0,0,17,8,25
70102,COTOCA,desnutricion aguda,nutricion superior (ns),2007-01-01,68,73,116,80,184,153,337
71106,CUATRO CAÑADAS,desnutricion aguda,nutricion superior (ns),2007-01-01,27,18,4,2,31,20,51
70704,CUEVO,desnutricion aguda,nutricion superior (ns),2007-01-01,5,12,1,2,6,14,20
10902,CULPINA,desnutricion aguda,nutricion superior (ns),2007-01-01,17,13,4,2,21,15,36
40401,CURAHUARA DE CARANGAS,desnutricion aguda,nutricion superior (ns),2007-01-01,3,5,1,0,4,5,9
40103,EL CHORO,desnutricion aguda,nutricion superior (ns),2007-01-01,3,4,1,1,4,5,9
71503,EL PUENTE(STC),desnutricion aguda,nutricion superior (ns),2007-01-01,19,13,3,0,22,13,35
60502,EL PUENTE(TJA),desnutricion aguda,nutricion superior (ns),2007-01-01,4,6,1,3,5,9,14
70105,EL TORNO,desnutricion aguda,nutricion superior (ns),2007-01-01,114,30,18,7,132,37,169
10405,EL VILLAR,desnutricion aguda,nutricion superior (ns),2007-01-01,4,2,2,1,6,3,9
60601,ENTRE RIOS,desnutricion aguda,nutricion superior (ns),2007-01-01,47,37,11,7,58,44,102
60601,ENTRE RIOS,desnutricion aguda,nutricion superior (ns),2007-01-01,31,38,15,4,46,42,88
41101,EUCALIPTUS,desnutricion aguda,nutricion superior (ns),2007-01-01,3,7,1,4,4,11,15
80402,EXALTACION,desnutricion aguda,nutricion superior (ns),2007-01-01,8,9,2,0,10,9,19
71004,FERNANDEZ ALONSO,desnutricion aguda,nutricion superior (ns),2007-01-01,32,17,5,5,37,22,59
90203,FILADELFIA,desnutricion aguda,nutricion superior (ns),2007-01-01,1,0,0,1,1,1,2
71002,GENERAL SAAVEDRA,desnutricion aguda,nutricion superior (ns),2007-01-01,39,36,5,8,44,44,88
