codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,total
30501,ARANI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,3,0,3
30403,ARBIETO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
30601,ARQUE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,2,0,2
21303,AYO AYO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
60202,BERMEJO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,3,0,3
20905,CAIROMA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
20302,CAQUIAVIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,7,0,7
70702,CHARAGUA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
50202,CHAYANTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
31204,CHIMORE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,5,0,5
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,6,0,6
30801,CLIZA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
90101,COBIJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,4,0,4
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,54,0,54
30905,COLCAPIRHUA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,5,0,5
50601,COTAGAITA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
10902,CULPINA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,29,0,29
70105,EL TORNO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,6,0,6
10405,EL VILLAR,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
71002,GENERAL SAAVEDRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,2,0,2
20602,GUANAY,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
20802,GUAQUI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
70705,GUTIERREZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
21102,IRUPANA (VILLA DE LANZA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,4,0,4
21105,LA ASUNTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,5,0,5
70104,LA GUARDIA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,10,0,10
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,57,0,57
10903,LAS CARRERAS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
20402,MOCOMOCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
71001,MONTERO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,3,0,3
40101,ORURO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,2,0,2
60201,PADCAYA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
21104,PALOS BLANCOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
21305,PATACAMAYA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,3,0,3
31202,POJO (CBBA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,7,0,7
51203,PORCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
10103,POROMA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
70103,PORONGO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
50101,POTOSI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,12,0,12
21201,PUCARANI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) nuevos,2001-01-01,1,0,1
