codigo_municipio,municipio,grupo,variable,mes,cantidad,mujeres total
20201,ACHACACHI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,4,4
30301,AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
22001,CARANAVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
70702,CHARAGUA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
50601,COTAGAITA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,2,2
70102,COTOCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,12,12
20105,EL ALTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,3,3
71002,GENERAL SAAVEDRA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
80202,GUAYARAMERIN,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
20101,LA PAZ,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,20,20
71003,MINEROS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,2,2
10501,MONTEAGUDO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
50404,OCURI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,2,2
70502,PAILON,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
21305,PATACAMAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
80201,RIBERALTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,4,4
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,33,33
10101,SUCRE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
60101,TARIJA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,7,7
41301,TOTORA(ORR),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,1,1
80101,TRINIDAD,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-01-01,16,16
20905,CAIROMA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,1,1
21004,COLQUIRI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,1,1
20105,EL ALTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,9,9
40103,EL CHORO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,1,1
41101,EUCALIPTUS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,3,3
10502,HUACARETA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,3,3
20101,LA PAZ,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,16,16
31202,POJO (CBBA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,2,2
50101,POTOSI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,3,3
31401,PUNATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,1,1
80201,RIBERALTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-02-01,4,4
