codigo_municipio,municipio,grupo,variable,mes,10-14-anos_dentro,10-14-anos-1_fuera,15-19-anos_dentro,15-19-anos-1_fuera,20-39-anos_dentro,20-39-anos-1_fuera,40-49-anos_dentro,40-49-anos-1_fuera,50-59-anos_dentro,50-59-anos-1_fuera,totales_total-dentro,totales-1_total-fuera,totales-2_total
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2015-01-01,0,0,0,0,2,0,0,0,0,0,2,0,2
50401,COLQUECHACA,mortalidad materna,muerte materna notificada,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
71004,FERNANDEZ ALONSO,mortalidad materna,muerte materna notificada,2015-01-01,0,0,0,0,4,0,0,0,0,0,4,0,4
31601,TIRAQUE (CBBA),mortalidad materna,muerte materna notificada,2015-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
50201,UNCIA,mortalidad materna,muerte materna notificada,2015-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
20903,YACO,mortalidad materna,muerte materna notificada,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2015-02-01,0,0,0,1,1,0,0,0,0,0,1,1,2
31301,MIZQUE,mortalidad materna,muerte materna notificada,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,1,1
80302,SAN BORJA,mortalidad materna,muerte materna notificada,2015-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2015-02-01,0,0,2,0,1,0,0,0,0,0,3,0,3
80101,TRINIDAD,mortalidad materna,muerte materna notificada,2015-02-01,0,0,1,0,0,0,0,0,0,0,1,0,1
70403,YAPACANI,mortalidad materna,muerte materna notificada,2015-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
71501,ASCENCION DE GUARAYOS,mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10703,INCAHUASI,mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,0,2,0,0,0,0,0,2,2
21305,PATACAMAYA,mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,0,1,0,0,0,0,0,1,1
31203,POCONA,mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,0,1,0,0,0,0,0,1,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,0,1,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2015-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
20405,ESCOMA,mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
20101,LA PAZ,mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,0,1,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,1,0,1,0,0,0,2,0,2
10101,SUCRE,mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
31101,TAPACARI,mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
60101,TARIJA,mortalidad materna,muerte materna notificada,2015-04-01,0,0,0,0,1,0,0,0,0,0,1,0,1
80802,BAURES,mortalidad materna,muerte materna notificada,2015-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2015-05-01,0,0,0,0,1,2,0,0,0,0,1,2,3
10304,ICLA,mortalidad materna,muerte materna notificada,2015-05-01,0,0,0,0,0,0,0,0,0,1,0,1,1
