codigo_municipio,municipio,grupo,variable,mes,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,0,3,7,0,0,10
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,1,1,0,0,0,2
50101,POTOSI,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,0,0,1,0,0,1
30901,QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,1,0,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,0,0,0,0,0,0
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,1,0,0,0,0,1
30701,CAPINOTA,sospecha diagnostica,sarampion / rubeola,2008-02-01,0,0,0,1,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-02-01,1,0,0,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-02-01,1,0,1,2,0,0,4
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-02-01,0,0,0,0,0,0,0
60401,URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2008-02-01,1,0,0,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,1,4,0,0,0,5
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,3,1,1,0,5
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,0,1,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,0,0,0,0,0
60101,TARIJA,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,1,0,0,0,1
31601,TIRAQUE (CBBA),sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,0,0,1,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,1,0,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-04-01,2,2,4,1,0,0,9
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,1,0,0,0,0,1
70601,PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,1,1,0,0,0,2
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,0,0,0,0,0,0
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,0,1,0,0,0,1
60101,TARIJA,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,0,1,0,0,0,1
10404,ALCALA,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,1,0,0,0,1
50901,"COLCHA ""K""",sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,0,2,0,0,2
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,3,3,0,1,0,7
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,1,4,0,0,0,5
40101,ORURO,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,0,0,1,0,1
60501,SAN LORENZO(TJA),sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,1,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,0,0,0,0,0
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,0,0,2,0,0,2
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,5,4,4,0,0,13
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,2,0,0,0,0,2
71001,MONTERO,sospecha diagnostica,sarampion / rubeola,2008-06-01,1,0,0,0,0,0,1
50101,POTOSI,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,1,0,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,0,0,0,0,0,0
30902,SIPE SIPE,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,0,1,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-07-01,2,0,1,0,0,0,3
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-07-01,1,5,1,3,0,0,10
70601,PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2008-07-01,0,0,2,1,0,0,3
30901,QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2008-07-01,1,0,0,0,0,0,1
31001,SACABA,sospecha diagnostica,sarampion / rubeola,2008-07-01,0,0,1,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-07-01,0,0,0,0,0,0,0
30903,TIQUIPAYA,sospecha diagnostica,sarampion / rubeola,2008-07-01,1,0,0,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-08-01,0,1,0,1,0,0,2
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-08-01,0,0,2,0,0,0,2
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-08-01,0,1,1,1,0,0,3
70601,PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2008-08-01,0,0,0,0,1,0,1
50101,POTOSI,sospecha diagnostica,sarampion / rubeola,2008-08-01,0,0,1,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-08-01,0,0,0,0,0,0,0
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2008-08-01,0,1,0,0,0,0,1
60302,CARAPARI,sospecha diagnostica,sarampion / rubeola,2008-09-01,1,0,0,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-09-01,0,0,2,0,0,0,2
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-09-01,1,6,18,5,1,0,31
60601,ENTRE RIOS,sospecha diagnostica,sarampion / rubeola,2008-09-01,0,1,0,2,1,0,4
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-09-01,0,3,0,0,2,0,5
70601,PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2008-09-01,1,0,0,0,0,0,1
50101,POTOSI,sospecha diagnostica,sarampion / rubeola,2008-09-01,0,0,1,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-09-01,0,0,0,0,0,0,0
30902,SIPE SIPE,sospecha diagnostica,sarampion / rubeola,2008-09-01,0,0,0,1,0,0,1
60101,TARIJA,sospecha diagnostica,sarampion / rubeola,2008-09-01,0,0,1,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-10-01,0,1,1,1,0,0,3
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-10-01,0,11,30,17,3,0,61
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-10-01,0,3,4,3,1,0,11
70601,PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2008-10-01,0,0,0,0,1,0,1
50101,POTOSI,sospecha diagnostica,sarampion / rubeola,2008-10-01,0,0,1,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-10-01,0,0,0,0,0,0,0
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-11-01,1,0,0,0,1,0,2
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-11-01,1,5,28,11,1,0,46
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-11-01,0,2,0,1,0,0,3
40101,ORURO,sospecha diagnostica,sarampion / rubeola,2008-11-01,0,0,1,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-11-01,0,0,0,0,0,0,0
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-12-01,1,0,0,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,2,3,5,0,0,10
60502,EL PUENTE(TJA),sospecha diagnostica,sarampion / rubeola,2008-12-01,0,1,4,1,1,0,7
70104,LA GUARDIA,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,0,1,0,0,0,1
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,2,1,0,0,0,3
10501,MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,0,6,0,0,0,6
40101,ORURO,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,2,3,0,0,0,5
30901,QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,0,1,0,0,0,1
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,0,1,0,0,0,1
60101,TARIJA,sospecha diagnostica,sarampion / rubeola,2008-12-01,0,1,0,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2009-01-01,0,1,0,0,0,0,1
40101,ORURO,sospecha diagnostica,sarampion / rubeola,2009-01-01,0,1,0,2,0,0,3
51501,VILLAZON,sospecha diagnostica,sarampion / rubeola,2009-01-01,0,1,1,0,0,0,2
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2009-02-01,0,0,1,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2009-02-01,0,0,3,5,1,0,9
40101,ORURO,sospecha diagnostica,sarampion / rubeola,2009-02-01,0,1,1,0,0,0,2
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2009-02-01,0,0,0,0,1,0,1
60101,TARIJA,sospecha diagnostica,sarampion / rubeola,2009-02-01,0,0,1,0,0,0,1
51501,VILLAZON,sospecha diagnostica,sarampion / rubeola,2009-02-01,0,1,0,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2009-03-01,0,0,0,1,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2009-03-01,0,0,1,1,0,0,2
40101,ORURO,sospecha diagnostica,sarampion / rubeola,2009-03-01,0,0,0,1,0,0,1
50101,POTOSI,sospecha diagnostica,sarampion / rubeola,2009-03-01,0,0,1,2,0,0,3
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2009-03-01,0,0,0,0,1,0,1
51501,VILLAZON,sospecha diagnostica,sarampion / rubeola,2009-03-01,0,2,3,4,0,0,9
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,1,1,0,0,0,2
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,1,0,0,0,0,1
40702,MACHACAMARCA,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,2,0,0,0,0,2
70601,PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,0,1,0,0,0,1
31001,SACABA,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,0,0,1,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,0,0,0,2,0,2
51201,UYUNI,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,0,2,0,0,0,2
70801,VALLEGRANDE,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,0,0,1,0,0,1
51501,VILLAZON,sospecha diagnostica,sarampion / rubeola,2009-04-01,0,2,1,1,0,0,4
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2009-05-01,0,0,1,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2009-05-01,0,1,0,0,0,0,1
70601,PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2009-05-01,1,2,0,0,0,0,3
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2009-05-01,1,0,0,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2009-06-01,0,2,0,0,0,0,2
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2009-06-01,0,2,0,0,0,0,2
60101,TARIJA,sospecha diagnostica,sarampion / rubeola,2009-06-01,0,1,0,0,0,0,1
40101,ORURO,sospecha diagnostica,sarampion / rubeola,2009-07-01,0,0,1,0,0,0,1
30901,QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2009-07-01,0,1,0,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2009-07-01,0,0,0,0,0,0,0
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2009-07-01,0,0,1,0,0,0,1
60101,TARIJA,sospecha diagnostica,sarampion / rubeola,2009-07-01,0,0,0,1,0,0,1
60202,BERMEJO,sospecha diagnostica,sarampion / rubeola,2009-08-01,0,0,0,0,1,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2009-08-01,0,1,0,1,0,0,2
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2009-08-01,0,2,2,0,0,0,4
30901,QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2009-08-01,2,0,0,0,0,0,2
70201,WARNES,sospecha diagnostica,sarampion / rubeola,2009-08-01,1,0,0,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2009-09-01,0,0,1,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion / rubeola,2009-09-01,0,1,0,1,0,0,2
20101,LA PAZ,sospecha diagnostica,sarampion / rubeola,2009-09-01,0,0,0,1,0,0,1
30901,QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2009-09-01,0,1,0,0,0,0,1
10101,SUCRE,sospecha diagnostica,sarampion / rubeola,2009-09-01,0,0,0,1,0,0,1
