codigo_municipio,municipio,grupo,variable,mes,hombres de 6 meses,mujeres menores a 6 meses,hombres de 6 meses a 1 año,mujeres de 6 meses a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 14 años,mujeres de 10 a 14 años,hombres de 15 a 19 años,mujeres de 15 a 19 años,hombres de 20 a 39 años,mujeres de 20 a 39 años,hombres de 40 a 49 años,mujeres de 40 a 49 años,hombres de 50 a 59 años,mujeres de 50 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,dentro de establecimientos total,fuera de establecimientos total,total
20201,ACHACACHI,otras infecciones,neumonia,2018-01-01,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,6,9
20104,ACHOCALLA,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
30201,AIQUILE,otras infecciones,neumonia,2018-01-01,2,1,2,0,4,2,1,0,0,0,0,0,2,0,0,0,0,0,3,1,14,4,18
31303,ALALAY,otras infecciones,neumonia,2018-01-01,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
10404,ALCALA,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,5
22002,ALTO BENI,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20202,ANCORAIMES,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
30402,ANZALDO,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
20701,APOLO,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,3,0,0,0,0,2,0,0,1,0,0,1,0,3,0,7,4,11
51301,ARAMPAMPA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
30501,ARANI,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
30601,ARQUE,otras infecciones,neumonia,2018-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
71501,ASCENCION DE GUARAYOS,otras infecciones,neumonia,2018-01-01,2,0,2,0,15,8,1,1,0,0,1,0,0,1,2,0,0,0,2,0,25,10,35
20503,AUCAPATA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,neumonia,2018-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4
10201,AZURDUY,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,3
90104,BELLA FLOR,otras infecciones,neumonia,2018-01-01,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4
60202,BERMEJO,otras infecciones,neumonia,2018-01-01,0,1,0,0,1,1,0,0,0,1,0,0,3,2,1,2,1,0,3,1,9,8,17
50301,BETANZOS,otras infecciones,neumonia,2018-01-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
31501,BOLIVAR,otras infecciones,neumonia,2018-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,5
90103,BOLPEBRA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70707,BOYUIBE,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,3
70401,BUENA VISTA,otras infecciones,neumonia,2018-01-01,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
70703,CABEZAS,otras infecciones,neumonia,2018-01-01,2,4,2,4,14,11,7,4,4,1,0,1,2,3,2,0,2,1,5,6,40,35,75
20905,CAIROMA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
10701,CAMARGO,otras infecciones,neumonia,2018-01-01,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,2,6,9,7,16
70706,CAMIRI,otras infecciones,neumonia,2018-01-01,3,2,3,3,14,8,0,2,1,1,0,0,1,0,1,0,2,0,9,5,34,21,55
30701,CAPINOTA,otras infecciones,neumonia,2018-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4
20302,CAQUIAVIRI,otras infecciones,neumonia,2018-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3
40102,CARACOLLO,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22001,CARANAVI,otras infecciones,neumonia,2018-01-01,1,0,1,3,4,2,1,1,1,0,0,0,0,0,1,1,0,0,8,7,17,14,31
60302,CARAPARI,otras infecciones,neumonia,2018-01-01,2,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,1,2,1,11,5,16
40201,CHALLAPATA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,3,6
70702,CHARAGUA,otras infecciones,neumonia,2018-01-01,5,5,5,1,5,8,1,1,1,0,0,0,0,1,0,0,0,0,1,2,18,18,36
20305,CHARAÑA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
50202,CHAYANTA,otras infecciones,neumonia,2018-01-01,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
31204,CHIMORE,otras infecciones,neumonia,2018-01-01,5,3,6,2,20,16,0,1,0,0,1,0,0,2,4,0,3,1,4,5,43,30,73
21101,CHULUMANI (V. DE LA LIBERTAD),otras infecciones,neumonia,2018-01-01,0,1,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,5,11
50204,CHUQUIHUTA AYLLU JUCUMANI,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
51103,CKOCHAS,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
30801,CLIZA,otras infecciones,neumonia,2018-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3
90101,COBIJA,otras infecciones,neumonia,2018-01-01,8,6,8,2,18,14,0,3,1,1,3,1,1,1,0,0,5,0,12,5,56,33,89
30303,COCAPATA,otras infecciones,neumonia,2018-01-01,1,1,0,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,8,15
30101,COCHABAMBA,otras infecciones,neumonia,2018-01-01,14,6,19,13,36,33,14,12,3,2,5,4,10,19,9,4,13,9,90,77,213,179,392
30905,COLCAPIRHUA,otras infecciones,neumonia,2018-01-01,0,0,2,1,8,5,0,0,0,0,0,0,1,1,0,1,0,0,3,6,14,14,28
31002,COLOMI,otras infecciones,neumonia,2018-01-01,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2,6
70603,COLPA BELGICA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,3
50401,COLQUECHACA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
21306,COLQUENCHA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21004,COLQUIRI,otras infecciones,neumonia,2018-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,4
20304,COMANCHE,otras infecciones,neumonia,2018-01-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
71301,COMARAPA,otras infecciones,neumonia,2018-01-01,3,0,4,3,0,3,0,0,0,0,1,0,0,0,0,0,0,2,1,5,9,13,22
71101,CONCEPCION,otras infecciones,neumonia,2018-01-01,6,4,5,3,10,7,1,1,0,0,0,0,1,1,1,0,0,0,2,2,26,18,44
21701,COPACABANA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
21402,CORIPATA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,4,6
20301,CORO CORO,otras infecciones,neumonia,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
21401,COROICO,otras infecciones,neumonia,2018-01-01,4,1,5,2,6,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,18,10,28
50601,COTAGAITA,otras infecciones,neumonia,2018-01-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,7
70102,COTOCA,otras infecciones,neumonia,2018-01-01,7,4,4,4,5,10,0,0,0,1,0,1,1,0,0,0,2,0,1,2,20,22,42
71106,CUATRO CAÑADAS,otras infecciones,neumonia,2018-01-01,3,0,2,0,9,9,1,0,0,0,0,0,0,1,2,0,1,0,3,1,21,11,32
70704,CUEVO,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
10902,CULPINA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,5,7
20105,EL ALTO,otras infecciones,neumonia,2018-01-01,82,52,67,56,140,103,12,12,5,7,2,3,3,11,6,7,4,12,28,45,349,308,657
71503,EL PUENTE(STC),otras infecciones,neumonia,2018-01-01,1,2,1,5,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,11,16
60502,EL PUENTE(TJA),otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4,7
70105,EL TORNO,otras infecciones,neumonia,2018-01-01,0,2,1,5,7,4,2,1,0,0,0,1,1,2,0,0,1,0,2,3,14,18,32
60601,ENTRE RIOS TRJ,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,4
31206,ENTRE RIOS CBBA,otras infecciones,neumonia,2018-01-01,2,2,8,4,21,12,0,1,0,0,1,1,0,3,0,0,0,0,6,3,38,26,64
20405,ESCOMA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
41101,EUCALIPTUS,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
80402,EXALTACION,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71004,FERNANDEZ ALONSO,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3
90203,FILADELFIA,otras infecciones,neumonia,2018-01-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,7
71002,GENERAL SAAVEDRA,otras infecciones,neumonia,2018-01-01,1,1,1,3,1,5,1,1,1,0,0,0,0,2,0,0,0,1,1,2,6,15,21
21601,GRAL. J.J. PEREZ (CHARAZANI),otras infecciones,neumonia,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
20602,GUANAY,otras infecciones,neumonia,2018-01-01,1,0,3,0,1,2,1,0,1,0,0,0,0,0,0,0,1,1,3,3,11,6,17
80202,GUAYARAMERIN,otras infecciones,neumonia,2018-01-01,0,2,4,0,5,3,0,0,0,0,0,0,2,0,1,0,0,3,4,4,16,12,28
70705,GUTIERREZ,otras infecciones,neumonia,2018-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
11002,HUACAYA (VILLA DE HUACAYA),otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3
40501,HUACHACALLA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
40701,HUANUNI,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,1,1,6,7
80803,HUARACAJE,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
20204,HUARINA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
41601,HUAYLLAMARCA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10703,INCAHUASI,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,6,5,11
90402,INGAVI (HUMAITA),otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
21001,INQUISIVI,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,5
21102,IRUPANA (VILLA DE LANZA),otras infecciones,neumonia,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,4
21501,IXIAMAS,otras infecciones,neumonia,2018-01-01,2,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
20806,JESUS DE MACHACA,otras infecciones,neumonia,2018-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4
21105,LA ASUNTA,otras infecciones,neumonia,2018-01-01,2,0,0,0,4,4,0,0,0,0,1,0,1,1,1,1,0,0,1,1,10,7,17
70104,LA GUARDIA,otras infecciones,neumonia,2018-01-01,0,0,1,0,1,5,0,0,0,0,0,0,1,1,1,0,0,3,7,6,11,15,26
20101,LA PAZ,otras infecciones,neumonia,2018-01-01,22,17,18,21,56,54,17,8,8,6,5,3,14,11,9,4,5,5,44,55,198,184,382
70701,LAGUNILLAS,otras infecciones,neumonia,2018-01-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,5
21202,LAJA,otras infecciones,neumonia,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,5,6
10903,LAS CARRERAS,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
50203,LLALLAGUA,otras infecciones,neumonia,2018-01-01,4,3,2,0,4,6,0,1,0,0,0,0,1,3,1,2,1,2,3,2,16,19,35
40702,MACHACAMARCA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
11003,MACHARETI,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3
80801,MAGDALENA,otras infecciones,neumonia,2018-01-01,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4,6,10
70903,MAIRANA,otras infecciones,neumonia,2018-01-01,4,0,2,1,6,4,0,1,1,0,0,0,0,2,1,0,0,0,2,2,16,10,26
20607,MAPIRI,otras infecciones,neumonia,2018-01-01,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,3,0,6,5,11
20103,MECAPACA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
71003,MINEROS,otras infecciones,neumonia,2018-01-01,2,3,3,3,12,8,0,0,0,0,1,0,0,1,0,0,0,0,0,1,18,16,34
31301,MIZQUE,otras infecciones,neumonia,2018-01-01,2,5,2,2,9,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,17,30
20402,MOCOMOCO,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10303,MOJOCOYA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10501,MONTEAGUDO,otras infecciones,neumonia,2018-01-01,1,4,3,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,15,12,27
71001,MONTERO,otras infecciones,neumonia,2018-01-01,12,2,8,11,28,16,1,2,5,2,0,5,4,0,0,2,3,5,6,6,67,51,118
70803,MORO MORO,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
30302,MOROCHATA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
90401,NACEBE (SANTA ROSA DEL ABUNA),otras infecciones,neumonia,2018-01-01,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,6
20307,NAZACARA DE PACAJES,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50404,OCURI,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
70202,OKINAWA,otras infecciones,neumonia,2018-01-01,0,0,2,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,7,14
30203,OMEREQUE,otras infecciones,neumonia,2018-01-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
40101,ORURO,otras infecciones,neumonia,2018-01-01,3,1,5,4,14,8,6,4,2,2,0,1,12,11,5,1,3,5,13,14,63,51,114
60201,PADCAYA,otras infecciones,neumonia,2018-01-01,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,6
10401,PADILLA,otras infecciones,neumonia,2018-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,5,3,8
70502,PAILON,otras infecciones,neumonia,2018-01-01,6,2,6,10,12,7,1,1,0,0,0,0,2,1,0,0,0,0,0,0,27,21,48
20102,PALCA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3
21104,PALOS BLANCOS,otras infecciones,neumonia,2018-01-01,0,1,2,0,1,2,1,0,0,0,0,0,0,1,0,0,2,0,3,0,9,4,13
70902,PAMPA GRANDE,otras infecciones,neumonia,2018-01-01,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
21802,PAPEL PAMPA,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30202,PASORAPA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
21305,PATACAMAYA,otras infecciones,neumonia,2018-01-01,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,7
50403,POCOATA,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31203,POCONA,otras infecciones,neumonia,2018-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
31202,POJO (CBBA),otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
51203,PORCO,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10103,POROMA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
70103,PORONGO,otras infecciones,neumonia,2018-01-01,0,1,1,1,3,3,1,1,1,1,0,0,0,0,0,2,0,0,0,1,6,10,16
70601,PORTACHUELO,otras infecciones,neumonia,2018-01-01,3,3,4,1,5,5,1,1,0,0,0,2,2,1,0,1,0,0,20,20,35,34,69
90102,PORVENIR,otras infecciones,neumonia,2018-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70804,POSTRER VALLE,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
50101,POTOSI,otras infecciones,neumonia,2018-01-01,10,10,5,7,16,13,1,1,0,0,2,2,4,1,2,4,1,2,20,11,61,51,112
10302,PRESTO,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3
70805,PUCARA,otras infecciones,neumonia,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
21201,PUCARANI,otras infecciones,neumonia,2018-01-01,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,4,7
20401,PUERTO ACOSTA,otras infecciones,neumonia,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3
20403,PUERTO CARABUCO,otras infecciones,neumonia,2018-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
90301,PUERTO GONZALO MORENO,otras infecciones,neumonia,2018-01-01,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,5,11
71402,PUERTO QUIJARRO,otras infecciones,neumonia,2018-01-01,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,13
