codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,hombres total,mujeres total,total
50802,ATOCHA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
60202,BERMEJO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,2,0,2,0,2
90101,COBIJA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,6,0,6,0,6
30101,COCHABAMBA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,23,0,23,0,23
50601,COTAGAITA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
20105,EL ALTO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,8,0,8,0,8
80202,GUAYARAMERIN,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,3,0,3,0,3
20101,LA PAZ,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,49,0,49,0,49
50203,LLALLAGUA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
10303,MOJOCOYA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
10501,MONTEAGUDO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
40101,ORURO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,34,0,34,0,34
60201,PADCAYA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
10401,PADILLA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,2,0,2,0,2
70601,PORTACHUELO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
50101,POTOSI,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,31,0,31,0,31
71401,PUERTO SUAREZ,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,2,0,2,0,2
31205,PUERTO VILLARROEL,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,2,0,2,0,2
31401,PUNATA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
80201,RIBERALTA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,5,0,5,0,5
70301,SAN IGNACIO DE VELASCO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
70302,SAN MIGUEL DE VELASCO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,2,0,2,0,2
10101,SUCRE,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,17,0,17,0,17
60101,TARIJA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,15,0,15,0,15
50801,TUPIZA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,2,0,2,0,2
60303,VILLA MONTES,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,3,0,3,0,3
11001,VILLA VACA GUZMAN (MUYUPAMPA),mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-01-01,1,0,1,0,1
10404,ALCALA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,1,0,1,0,1
71501,ASCENCION DE GUARAYOS,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,4,0,4,0,4
60202,BERMEJO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,2,0,2,0,2
50301,BETANZOS,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,1,0,1,0,1
10701,CAMARGO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,3,0,3,0,3
30701,CAPINOTA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,1,0,1,0,1
22001,CARANAVI,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,4,0,4,0,4
70702,CHARAGUA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,1,0,1,0,1
90101,COBIJA,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,1,0,1,0,1
20105,EL ALTO,mortalidad en el establecimiento ( leatalidad),otras muertes en personas mayores de 5 anos,2001-02-01,5,0,5,0,5
