codigo_municipio,municipio,grupo,variable,mes,TOTAL-M
20202,ANCORAIMES,intoxicaciones,alimentos (brotes),2001-01-01,1
70707,BOYUIBE,intoxicaciones,alimentos (brotes),2001-01-01,1
70706,CAMIRI,intoxicaciones,alimentos (brotes),2001-01-01,4
40201,CHALLAPATA,intoxicaciones,alimentos (brotes),2001-01-01,1
30801,CLIZA,intoxicaciones,alimentos (brotes),2001-01-01,1
30101,COCHABAMBA,intoxicaciones,alimentos (brotes),2001-01-01,10
21701,COPACABANA,intoxicaciones,alimentos (brotes),2001-01-01,3
21401,COROICO,intoxicaciones,alimentos (brotes),2001-01-01,1
10902,CULPINA,intoxicaciones,alimentos (brotes),2001-01-01,7
20105,EL ALTO,intoxicaciones,alimentos (brotes),2001-01-01,7
60601,ENTRE RIOS,intoxicaciones,alimentos (brotes),2001-01-01,1
21102,IRUPANA (VILLA DE LANZA),intoxicaciones,alimentos (brotes),2001-01-01,1
70104,LA GUARDIA,intoxicaciones,alimentos (brotes),2001-01-01,2
20101,LA PAZ,intoxicaciones,alimentos (brotes),2001-01-01,56
10903,LAS CARRERAS,intoxicaciones,alimentos (brotes),2001-01-01,1
71001,MONTERO,intoxicaciones,alimentos (brotes),2001-01-01,14
40101,ORURO,intoxicaciones,alimentos (brotes),2001-01-01,17
31202,POJO (CBBA),intoxicaciones,alimentos (brotes),2001-01-01,2
50101,POTOSI,intoxicaciones,alimentos (brotes),2001-01-01,1
20403,PUERTO CARABUCO,intoxicaciones,alimentos (brotes),2001-01-01,1
90201,PUERTO RICO,intoxicaciones,alimentos (brotes),2001-01-01,1
31401,PUNATA,intoxicaciones,alimentos (brotes),2001-01-01,1
80201,RIBERALTA,intoxicaciones,alimentos (brotes),2001-01-01,3
31001,SACABA,intoxicaciones,alimentos (brotes),2001-01-01,5
21502,SAN BUENA VENTURA,intoxicaciones,alimentos (brotes),2001-01-01,2
21702,SAN PEDRO DE TIQUINA,intoxicaciones,alimentos (brotes),2001-01-01,1
70303,SAN RAFAEL,intoxicaciones,alimentos (brotes),2001-01-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,alimentos (brotes),2001-01-01,3
70602,SANTA ROSA DEL SARA,intoxicaciones,alimentos (brotes),2001-01-01,3
20601,SORATA,intoxicaciones,alimentos (brotes),2001-01-01,1
10101,SUCRE,intoxicaciones,alimentos (brotes),2001-01-01,7
30401,TARATA,intoxicaciones,alimentos (brotes),2001-01-01,6
60101,TARIJA,intoxicaciones,alimentos (brotes),2001-01-01,4
30903,TIQUIPAYA,intoxicaciones,alimentos (brotes),2001-01-01,1
31601,TIRAQUE (CBBA),intoxicaciones,alimentos (brotes),2001-01-01,1
50801,TUPIZA,intoxicaciones,alimentos (brotes),2001-01-01,4
51501,VILLAZON,intoxicaciones,alimentos (brotes),2001-01-01,1
20201,ACHACACHI,intoxicaciones,alimentos (brotes),2001-02-01,2
30501,ARANI,intoxicaciones,alimentos (brotes),2001-02-01,1
30403,ARBIETO,intoxicaciones,alimentos (brotes),2001-02-01,2
