codigo_municipio,municipio,grupo,variable,mes,a-de-6-meses_masculino,a-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
20104,ACHOCALLA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
30201,AIQUILE,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
10404,ALCALA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22002,ALTO BENI,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3
20202,ANCORAIMES,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
41201,ANDAMARCA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
40603,ANTEQUERA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
30402,ANZALDO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20701,APOLO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
30403,ARBIETO,inmunoprevenibles,varicela,2018-01-01,0,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
71501,ASCENCION DE GUARAYOS,inmunoprevenibles,varicela,2018-01-01,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
30301,AYOPAYA (V. DE INDEPENDENCIA),inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3
21203,BATALLAS,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
80802,BAURES,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
90104,BELLA FLOR,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
60202,BERMEJO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
50301,BETANZOS,inmunoprevenibles,varicela,2018-01-01,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,6
70707,BOYUIBE,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4
