codigo_municipio,municipio,grupo,variable,mes,cantidad,mujeres total
20201,ACHACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
30201,AIQUILE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
21203,BATALLAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,2,2
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,9,9
70102,COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
40401,CURAHUARA DE CARANGAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,11,11
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,3,3
40101,ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,3,3
21104,PALOS BLANCOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,2,2
10103,POROMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
50101,POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,3,3
31205,PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,4,4
30901,QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,3,3
70402,SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,8,8
30902,SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,2,2
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
51501,VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,1,1
70201,WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-01-01,2,2
30601,ARQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-02-01,1,1
70706,CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-02-01,1,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-02-01,1,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-02-01,6,6
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-02-01,15,15
40701,HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2004-02-01,1,1
