codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos total,fuera de establecimientos total,total
22002,ALTO BENI,salud sexual y reproductiva,preeclampsia severa,2018-01-01,2,0,2
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
70706,CAMIRI,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
20302,CAQUIAVIRI,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
22001,CARANAVI,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,3,0,3
31204,CHIMORE,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,42,0,42
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
21401,COROICO,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
70102,COTOCA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
40401,CURAHUARA DE CARANGAS,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2018-01-01,3,17,20
31206,ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
80202,GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2018-01-01,9,0,9
40701,HUANUNI,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
70104,LA GUARDIA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2018-01-01,52,13,65
21006,LICOMA PAMPA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
11003,MACHARETI,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
90501,NUEVO MANOA (NUEVA ESPERANZA),salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2018-01-01,9,0,9
40802,PAMPA AULLAGAS,salud sexual y reproductiva,preeclampsia severa,2018-01-01,2,0,2
40602,PAZÑA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
71401,PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa,2018-01-01,3,0,3
31205,PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2018-01-01,4,1,5
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
70503,ROBORE,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
80304,RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2018-01-01,0,1,1
31001,SACABA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
70402,SAN CARLOS,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
80702,SAN RAMON BENI,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
71103,SAN RAMON SCZ,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,37,29,66
90303,SENA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,0,1,1
31602,SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,2,1,3
21301,SICA SICA (VILLA AROMA),salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
30902,SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2018-01-01,5,1,6
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,9,0,9
20608,TEOPONTE,salud sexual y reproductiva,preeclampsia severa,2018-01-01,2,0,2
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2018-01-01,10,0,10
30502,VACAS,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
60301,YACUIBA,salud sexual y reproductiva,preeclampsia severa,2018-01-01,1,0,1
20201,ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
30403,ARBIETO,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
60202,BERMEJO,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
70707,BOYUIBE,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
70706,CAMIRI,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,2,0,2
30303,COCAPATA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,0,1,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,22,1,23
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2018-02-01,3,0,3
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2018-02-01,11,5,16
20806,JESUS DE MACHACA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2018-02-01,36,7,43
11003,MACHARETI,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2018-02-01,18,0,18
50101,POTOSI,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
31205,PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
70503,ROBORE,salud sexual y reproductiva,preeclampsia severa,2018-02-01,3,0,3
80304,RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,1,2
31001,SACABA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,3,0,3
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
71005,SAN PEDRO,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
70303,SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa,2018-02-01,2,0,2
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,26,14,40
90303,SENA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,0,1,1
31602,SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,2,0,2
21301,SICA SICA (VILLA AROMA),salud sexual y reproductiva,preeclampsia severa,2018-02-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2018-02-01,3,0,3
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2018-02-01,7,6,13
